,Region,459,465,472,479,486
0,Belgium,,261,262,258,266
1,Bulgaria,,602,551,497,470
2,Czechia,,382,319,274,242
3,Denmark,,18,19,19,21
4,Germany,,1547,1546,1522,1504
5,Estonia,,43,36,30,27
6,Ireland,,39,37,35,36
7,Greece,,526,512,481,463
8,Spain,,558,525,534,522
9,France,,2073,2011,1905,1872
10,Croatia,,323,334,333,342
11,Italy,,2026,1803,1634,1492
12,Cyprus,,17,19,20,22
13,Latvia,,54,54,55,56
14,Lithuania,,97,102,106,109
15,Luxembourg,,9,8,8,7
16,Hungary,,1224,1061,923,814
17,Malta,,3,2,2,2
18,Netherlands,,169,183,197,214
19,Austria,,171,157,138,127
20,Poland,,2806,2424,1994,1724
21,Portugal,,31,31,31,32
22,Romania,,946,844,744,652
23,Slovenia,,44,43,42,41
24,Slovakia,,366,338,310,298
25,Finland,,12,11,9,9
26,Sweden,,184,187,202,213
27,United Kingdom,,149,158,177,210
28,Iceland,,0,0,0,0
29,Liechtenstein,,1,1,1,1
30,Norway,,16,14,12,11
31,Switzerland,,60,60,60,63
