,Region,452,458,465,472,479
0,Belgium,,225,171,121,82
1,Bulgaria,,605,484,359,262
2,Czechia,,413,286,193,130
3,Denmark,,15,16,16,17
4,Germany,,1390,1361,1224,1137
5,Estonia,,51,40,29,21
6,Ireland,,42,36,28,23
7,Greece,,526,493,445,390
8,Spain,,728,612,503,400
9,France,,2082,2019,1932,1835
10,Croatia,,315,338,349,354
11,Italy,,1888,1404,1056,793
12,Cyprus,,19,24,29,36
13,Latvia,,58,58,58,57
14,Lithuania,,87,92,96,102
15,Luxembourg,,12,10,8,6
16,Hungary,,1417,1172,908,703
17,Malta,,4,3,2,2
18,Netherlands,,188,202,217,235
19,Austria,,186,160,134,110
20,Poland,,3052,2595,2113,1688
21,Portugal,,36,36,35,36
22,Romania,,860,706,551,423
23,Slovenia,,42,38,33,29
24,Slovakia,,422,362,288,221
25,Finland,,13,10,8,6
26,Sweden,,262,245,214,178
27,United Kingdom,,143,120,102,91
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,1,1,1
30,Norway,,14,12,10,8
31,Switzerland,,81,74,66,59
