,Region,508,514,521,528,535
0,Belgium,,46,37,31,27
1,Bulgaria,,62,47,37,33
2,Czechia,,34,26,20,16
3,Denmark,,7,7,6,5
4,Germany,,388,303,236,190
5,Estonia,,4,3,2,2
6,Ireland,,4,4,4,4
7,Greece,,136,115,96,83
8,Spain,,276,264,260,244
9,France,,298,286,270,266
10,Croatia,,36,26,19,15
11,Italy,,306,252,216,190
12,Cyprus,,3,3,2,2
13,Latvia,,34,29,26,24
14,Lithuania,,40,35,32,29
15,Luxembourg,,1,1,1,1
16,Hungary,,41,26,17,12
17,Malta,,0,0,0,0
18,Netherlands,,31,25,21,17
19,Austria,,19,15,13,12
20,Poland,,230,158,109,83
21,Portugal,,18,20,22,25
22,Romania,,1062,944,790,601
23,Slovenia,,12,10,9,8
24,Slovakia,,26,22,18,17
25,Finland,,4,4,3,3
26,Sweden,,49,41,36,33
27,United Kingdom,,132,180,234,313
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,4,4,3,3
31,Switzerland,,17,15,13,11
