,Region,473,479,486,493,500
0,Belgium,,244,244,245,247
1,Bulgaria,,326,267,220,211
2,Czechia,,258,230,208,190
3,Denmark,,15,16,17,19
4,Germany,,1296,1154,1006,900
5,Estonia,,24,23,22,22
6,Ireland,,24,24,23,24
7,Greece,,460,443,424,426
8,Spain,,458,426,382,351
9,France,,1358,1227,1098,1038
10,Croatia,,274,252,228,204
11,Italy,,1338,1152,985,857
12,Cyprus,,18,17,16,15
13,Latvia,,62,65,69,71
14,Lithuania,,102,104,104,108
15,Luxembourg,,6,6,5,6
16,Hungary,,597,466,383,331
17,Malta,,1,1,1,1
18,Netherlands,,148,152,151,152
19,Austria,,110,93,78,69
20,Poland,,1450,1140,932,820
21,Portugal,,17,16,16,16
22,Romania,,514,425,358,320
23,Slovenia,,36,34,32,32
24,Slovakia,,195,164,149,146
25,Finland,,8,7,7,7
26,Sweden,,154,152,152,166
27,United Kingdom,,92,93,94,102
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,11,10,9,10
31,Switzerland,,57,53,50,46
