,Region,480,486,493,500,507
0,Belgium,,126,93,69,52
1,Bulgaria,,266,247,220,202
2,Czechia,,186,150,120,95
3,Denmark,,11,12,13,14
4,Germany,,968,800,649,560
5,Estonia,,20,19,18,18
6,Ireland,,16,14,12,12
7,Greece,,358,320,288,260
8,Spain,,342,292,253,228
9,France,,879,733,582,450
10,Croatia,,196,174,152,133
11,Italy,,950,752,586,448
12,Cyprus,,10,9,7,7
13,Latvia,,66,67,68,70
14,Lithuania,,77,75,73,74
15,Luxembourg,,5,4,4,4
16,Hungary,,484,438,396,356
17,Malta,,1,1,0,0
18,Netherlands,,107,94,81,72
19,Austria,,71,54,41,32
20,Poland,,1568,1480,1408,1342
21,Portugal,,17,17,18,19
22,Romania,,484,439,393,352
23,Slovenia,,30,30,30,31
24,Slovakia,,194,190,182,181
25,Finland,,7,7,7,7
26,Sweden,,102,93,89,90
27,United Kingdom,,76,74,71,69
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,8,8,8,8
31,Switzerland,,19,12,8,5
