,Region,431,437,444,451,458
0,Belgium,,239,256,280,298
1,Bulgaria,,918,981,1046,1070
2,Czechia,,1168,1022,898,772
3,Denmark,,18,18,16,13
4,Germany,,1386,1468,1634,1716
5,Estonia,,88,87,84,79
6,Ireland,,65,65,69,72
7,Greece,,455,467,480,476
8,Spain,,NaN,NaN,NaN,NaN
9,France,,2174,2396,2664,2966
10,Croatia,,155,198,246,309
11,Italy,,3256,3302,3265,3216
12,Cyprus,,10,11,12,11
13,Latvia,,56,52,52,52
14,Lithuania,,78,84,93,107
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,1948,2140,2400,2553
17,Malta,,19,18,15,12
18,Netherlands,,313,364,435,520
19,Austria,,219,230,247,258
20,Poland,,3588,4276,5100,5953
21,Portugal,,56,48,42,37
22,Romania,,935,1020,1120,1204
23,Slovenia,,47,50,55,60
24,Slovakia,,451,408,386,360
25,Finland,,27,27,27,27
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,473,445,434,412
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,24,27,29,30
31,Switzerland,,NaN,NaN,NaN,NaN
