,Region,522,528,535,542,549
0,Belgium,,20,13,9,6
1,Bulgaria,,34,27,21,18
2,Czechia,,18,13,9,7
3,Denmark,,3,2,1,1
4,Germany,,218,153,104,71
5,Estonia,,1,1,1,0
6,Ireland,,12,11,10,10
7,Greece,,80,64,51,41
8,Spain,,118,96,79,62
9,France,,189,155,122,100
10,Croatia,,16,11,8,6
11,Italy,,136,96,68,48
12,Cyprus,,3,3,4,5
13,Latvia,,17,13,10,8
14,Lithuania,,12,8,5,3
15,Luxembourg,,0,0,0,0
16,Hungary,,15,10,6,5
17,Malta,,0,0,0,0
18,Netherlands,,12,8,6,4
19,Austria,,11,8,6,5
20,Poland,,92,60,39,26
21,Portugal,,30,39,50,66
22,Romania,,746,664,582,518
23,Slovenia,,5,3,2,1
24,Slovakia,,17,12,9,7
25,Finland,,3,3,3,3
26,Sweden,,24,20,17,15
27,United Kingdom,,213,312,446,674
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,2,2,2,2
31,Switzerland,,8,6,4,4
