,Region,795,801,808,815,822
0,Belgium,,67193,78398,95125,113605
1,Bulgaria,,7598,6324,5246,4292
2,Czechia,,53780,62230,72565,83359
3,Denmark,,35283,39944,53386,79916
4,Germany,,563046,404270,324177,285033
5,Estonia,,8935,8924,9803,11665
6,Ireland,,56812,86262,129363,180247
7,Greece,,128144,122090,116174,110737
8,Spain,,159851,227979,321066,446654
9,France,,1179000,1679135,2272976,2731651
10,Croatia,,10775,11423,12183,13049
11,Italy,,520355,629900,748636,875530
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,17466,15595,15729,17541
14,Lithuania,,22257,21871,22975,23948
15,Luxembourg,,9243,12034,15933,20226
16,Hungary,,13592,15303,17026,18816
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,215054,191479,190387,207480
19,Austria,,220582,190575,175997,173721
20,Poland,,46483,37738,30750,24854
21,Portugal,,122672,200811,323940,467342
22,Romania,,24636,25278,25407,24933
23,Slovenia,,21926,27752,37131,51092
24,Slovakia,,63079,65252,72574,84948
25,Finland,,48082,44706,41460,37912
26,Sweden,,6197,4560,3234,2064
27,United Kingdom,,490035,513379,535576,562794
28,Iceland,,3733,3033,3406,4542
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,13958,11232,9670,8552
31,Switzerland,,105268,88302,81528,82033
