,Region,802,808,815,822,829
0,Belgium,,57939,55042,52783,51165
1,Bulgaria,,5720,4471,3483,2672
2,Czechia,,34487,28821,24318,20675
3,Denmark,,21859,22357,26998,37377
4,Germany,,1439630,1480582,1582833,1738829
5,Estonia,,6610,6370,6766,7876
6,Ireland,,29150,25455,22692,20199
7,Greece,,136987,137157,135909,133487
8,Spain,,92905,84031,76844,70629
9,France,,1137330,1364076,1643413,1931876
10,Croatia,,8966,8754,8629,8550
11,Italy,,462076,475322,490872,506338
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,10230,8552,8153,8653
14,Lithuania,,14625,12627,11091,9860
15,Luxembourg,,5115,1637,528,205
16,Hungary,,11848,10957,10100,9246
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,137497,119037,116824,127390
19,Austria,,149069,125388,119069,125175
20,Poland,,20352,12328,7604,4643
21,Portugal,,93998,130724,189341,277055
22,Romania,,17138,14327,11798,9526
23,Slovenia,,16999,18193,21380,26216
24,Slovakia,,42965,39902,40820,45224
25,Finland,,34754,28498,23519,19360
26,Sweden,,7025,5655,5289,4895
27,United Kingdom,,386239,330915,289888,258859
28,Iceland,,2805,3310,4585,6576
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,8138,5724,4366,3470
31,Switzerland,,56365,40455,32914,29592
