,Region,830,836,843,850,857
0,Belgium,,34933,32364,30248,28493
1,Bulgaria,,3515,3459,3342,3175
2,Czechia,,7238,5206,3803,2771
3,Denmark,,6445,5173,4365,3802
4,Germany,,534691,463499,400214,345122
5,Estonia,,1750,1401,1139,923
6,Ireland,,4887,3403,2401,1687
7,Greece,,48372,50817,53753,56830
8,Spain,,123611,142221,162777,185751
9,France,,327008,249247,195958,156604
10,Croatia,,6177,7692,9455,11476
11,Italy,,366830,356487,342478,324903
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,5839,7481,9454,11719
14,Lithuania,,3402,2642,2077,1624
15,Luxembourg,,2133,718,207,69
16,Hungary,,7606,6313,5161,4133
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,7967,4863,3113,2025
19,Austria,,38189,34611,32495,31140
20,Poland,,5394,5049,4626,4137
21,Portugal,,75927,88928,102851,116960
22,Romania,,5887,5533,5201,4867
23,Slovenia,,5740,5160,4734,4365
24,Slovakia,,6036,4159,2928,2081
25,Finland,,20412,13354,8892,5853
26,Sweden,,2979,3190,3432,3680
27,United Kingdom,,65579,40465,25854,16686
28,Iceland,,525,518,533,575
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,1898,1372,1013,752
31,Switzerland,,13796,10038,7429,5514
