,Region,732,738,745,752,759,766,773,780,787,794,801,808,815,822,829,836,843,850,857,864
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,248682,356668,390301,261672,127733,61900,38928,40965,49643,60424,72485,84580,95029,102081,104612,102519,96435,87780,78291
3,Denmark,,150027,62278,48700,57659,81801,104799,102630,79219,58656,49023,47271,49618,52918,54740,54067,51516,48428,45798,43967
4,Germany,,1018692,1280141,1483584,1588285,1556562,1414262,1220303,1029838,871131,745052,644572,562501,492473,430291,374038,324249,281244,244081,212804
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,27424,15294,9691,6516,4573,3307,2449,1848,1418,1104,870,692,556,451,367,302,249,206,172
7,Greece,,81932,45422,37171,32189,28668,26019,23944,22269,20886,19740,18797,18005,17319,16707,16154,15616,15054,14430,13702
8,Spain,,623176,482730,372541,292203,231571,185018,148824,120636,98730,81571,67985,57084,48305,41227,35413,30636,26646,23183,20123
9,France,,2437447,1219755,609557,391385,379806,406214,455968,509628,555671,585234,594016,583106,557342,523377,487094,452770,422348,396737,375745
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,1200347,784459,506097,381098,315841,272513,242450,220350,203618,190492,179838,170723,162319,154141,145817,137226,128363,119312,110317
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,48410,64663,59176,36049,19420,11738,10546,12915,15192,17596,19513,20519,20406,19292,17545,15514,13458,11551,9865
14,Lithuania,,54025,66410,69298,56933,42193,32395,28853,25962,23636,21576,19709,18028,16504,15099,13840,12691,11609,10542,9484
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,85151,101767,101318,94817,85610,79346,82111,97179,116866,131825,139172,136950,117334,88887,64759,49371,42333,35593,29710
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,332729,277895,222444,176602,143760,120555,103641,90835,80880,72834,66158,60596,55867,51748,48136,44986,42342,40245,38791
19,Austria,,184968,200794,190663,163946,134258,109706,91685,78881,69777,62993,57653,53268,49754,46876,44358,42014,39800,37672,35646
20,Poland,,289444,516732,816623,956337,808685,497198,267733,159697,132442,179128,254560,348310,449144,534711,580293,571953,516854,437199,346233
21,Portugal,,356727,247750,143737,94285,72398,62830,58335,55907,54317,53104,52055,51151,50393,49730,49133,48553,47974,47449,46991
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,80318,64153,33859,16932,10672,10498,11053,11996,13142,14380,15604,16694,17503,17914,17859,17326,16377,15158,13807
24,Slovakia,,76369,131554,192326,215083,155842,78807,39177,25130,24504,24715,25799,27237,28974,30882,32772,34383,35514,35959,35714
25,Finland,,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Sweden,,299561,225383,151930,105021,77214,60700,50090,42716,37300,33137,29826,27148,24912,22978,21275,19729,18269,16846,15411
27,United Kingdom,,587939,521354,470670,424806,384487,348046,314367,284128,258210,236208,218063,203514,191424,181197,172604,165533,159452,154378,150145
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,142310,141857,119095,92721,71610,57293,47786,41194,36368,32619,29592,27102,25014,23228,21700,20398,19259,18211,17179
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
