,Region,697,703,710,717,724,731,738,745,752,759,766,773,780,787,794,801,808,815,822,829
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,46382,31818,26812,29478,35349,41859,49526,58555,69166,81604,96140,108098,102572,83996,60458,41502,30780,27849,32728
3,Denmark,,73738,84984,98775,114056,128195,124085,104927,79269,57132,43890,39727,38366,37318,36274,34972,33415,31717,29989,28289
4,Germany,,216681,220279,261647,309769,366510,433136,511327,602839,709562,833449,958146,944663,803046,596996,413540,300480,258377,289982,345573
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,29141,24749,24575,24166,26634,31738,37285,43784,48837,46300,37985,27534,19125,14366,13137,15471,18295,21623,25391
7,Greece,,29104,29680,34251,40715,48170,56934,62484,57817,46070,32448,22202,16763,15786,18989,22446,26610,31522,37320,44158
8,Spain,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9,France,,328305,388649,458777,540516,635639,728807,713204,601557,443694,306042,222692,193006,218682,260343,307892,363423,428436,504275,592349
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,234253,273600,323150,381728,450370,530558,582488,538802,430739,305098,210139,159627,150811,181183,213835,253022,299053,353099,416394
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,5157,5946,7040,8333,9481,9444,8053,5991,4151,2999,2556,2848,3413,4049,4800,5688,6738,7978,9416
14,Lithuania,,11838,14189,16771,19790,23322,26408,25271,20850,15081,10338,7606,6786,7903,9378,11106,13130,15509,18298,21558
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,90230,110425,129792,153174,180505,212321,249149,291447,339474,362502,329387,261348,187061,132959,105760,105104,120485,130083,135122
19,Austria,,14037,12340,13695,16421,19471,23058,27291,32279,38147,45035,53101,62515,73456,86102,100608,115006,118912,113304,96416
20,Poland,,107041,60219,38588,28328,27479,33441,39518,46908,55669,66054,78361,92937,110193,130607,145508,135891,108993,76723,51937
21,Portugal,,36844,43819,51806,61151,72083,84826,96295,92616,76869,55949,38495,28312,25127,29103,34540,40409,46156,51362,55475
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,8042,9759,11489,13572,16015,18870,22194,25743,25831,22276,16730,11579,8297,6956,7600,9107,10759,12699,14972
24,Slovakia,,25133,12326,7921,6831,7951,9462,11237,13328,15804,18733,22197,26290,31118,36808,43501,47558,43715,34631,24282
25,Finland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Sweden,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,United Kingdom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,33763,39967,47040,55333,64817,67904,60867,47361,33299,23484,18769,19052,23107,27178,32078,37816,44509,52282,61257
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
