,Region,760,766,773,780,787,794,801,808,815,822,829,836,843,850,857,864,871,878,885,892
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,82987,65029,55617,51544,51875,56107,64730,79546,103414,140202,193996,264922,338984,386770,384155,335014,268056,211279,174213
3,Denmark,,162036,130227,136214,157933,168190,149342,123787,113590,116523,124161,127207,122567,115011,109709,108014,108059,107662,106068,104210
4,Germany,,1161374,1167418,1209517,1287638,1418110,1598169,1812617,2030101,2195301,2252608,2185360,2038716,1875708,1738783,1659637,1643664,1678943,1759595,1869735
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,15154,12279,10896,10465,10845,12075,14377,18208,24368,34166,49583,73141,106689,147873,185167,199880,183190,148454,115928
7,Greece,,120565,130927,150509,179711,219100,266330,313353,344926,346805,319090,277649,239809,214744,203796,204512,213380,225656,235521,238265
8,Spain,,127084,89639,68112,56014,49981,48463,51045,58301,72287,97412,141921,222957,373224,647803,1120067,1801189,2439102,2506795,1924404
9,France,,585026,500027,477759,504001,585066,736108,980960,1337998,1776647,2165360,2301309,2107123,1736517,1403858,1201256,1120229,1130268,1202373,1301782
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,312487,285580,288955,320041,386775,504498,699249,1004197,1437441,1948804,2354564,2417127,2103777,1650553,1287378,1083288,1009216,1030061,1119166
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,65610,57919,49750,42695,37979,35521,35035,36149,38260,40644,42622,43338,42395,40321,37977,36093,35173,35534,37248
14,Lithuania,,40459,34609,31671,30679,31639,34584,39653,46972,56074,65460,73148,76407,73800,66406,57442,49649,44211,41617,42022
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,29762,21329,17047,14482,13185,12864,13441,14986,17763,22272,29192,37524,46732,56530,67281,79800,94479,112250,134675
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,240986,161929,124098,105921,100553,104543,117548,141740,180364,237135,314521,408490,502603,565871,571932,518656,437768,368619,328471
19,Austria,,173067,161386,154928,154372,160423,172369,188715,206925,224820,237321,239033,229032,212350,195389,183177,177920,177911,180273,183529
20,Poland,,113199,91006,79111,73748,73766,78763,89325,107043,134389,175055,230381,295214,372970,469851,594737,747587,913966,1068792,1178736
21,Portugal,,80667,63567,57122,57282,63564,77272,101474,141396,202938,285707,368738,405824,368600,291064,225214,189966,181828,193861,218781
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,22929,17067,14495,13837,14845,17703,23153,32440,46711,64972,80412,82158,68532,50844,38081,31538,29572,30881,34556
24,Slovakia,,137066,129677,122492,117012,114216,113947,115763,119211,124292,129743,133704,134352,131390,125677,119521,114626,111211,109199,108982
25,Finland,,24445,20098,18028,17410,18131,20266,24174,30627,40764,56105,78600,108952,143843,174353,188563,180558,156866,130427,110284
26,Sweden,,11638,3638,1398,573,256,123,64,35,21,13,9,6,4,3,3,2,2,1,1
27,United Kingdom,,227913,166924,129494,105799,92756,87619,90012,101250,123640,163152,232344,356132,578249,978781,1663722,2628809,3483628,3563071,2790527
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,86608,76790,72655,72889,77504,86433,99648,116578,134910,150183,157543,154602,143185,128353,114951,105125,99568,98548,101808
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
