,Region,718,724,731,738,745,752,759,766,773,780,787,794,801,808,815,822,829,836,843,850
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,19246,14308,19320,29142,43644,65062,96300,140922,202406,281496,365998,362106,211002,103862,80802,94702,119636,120987,91465
3,Denmark,,63835,27753,25622,36814,52631,71036,67162,45611,29863,23366,22549,24696,27865,30057,30188,28513,26070,23731,21819
4,Germany,,82175,42800,42419,64019,96434,145082,217794,325859,485047,716238,1044210,1490714,2052093,2553580,1771268,854426,510684,438956,469904
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,34308,15584,16550,24462,35628,50921,64562,55770,38266,27046,22913,22996,24845,26423,26416,24752,22266,19819,17838
7,Greece,,123556,78297,53756,74287,108528,155459,215504,265689,186765,98389,63435,58292,67584,80409,85213,77621,63715,50498,40567
8,Spain,,1207682,1510367,1565384,933295,485246,397868,483152,610697,599113,447032,304645,226848,195803,187954,188979,190736,188058,181359,171102
9,France,,1095054,826551,1012230,1366473,1521442,1006836,585541,446786,477069,591499,679055,639318,512094,395851,326428,293928,279943,271073,259570
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,843066,959094,1318063,1737367,1734949,933888,529864,471816,607540,805365,823342,625483,425900,317124,274460,261773,253375,236375,209431
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,4797,4580,6783,10130,15056,22178,32202,45645,61965,73286,58280,31899,18725,17319,20393,21831,18089,12336,8025
14,Lithuania,,16326,21125,31175,45024,63251,84356,92215,66074,34414,24123,26869,34227,34533,25457,16604,11839,9977,9379,8970
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,100882,154797,223155,311521,405494,393905,254554,127396,59129,43147,61178,87910,123284,135136,92452,52315,31417,21674,16456
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,304141,371475,502714,575334,353178,164952,112109,119763,155244,181611,167100,125805,89115,66913,55025,48341,43945,40604,38215
19,Austria,,97046,138566,190592,241497,199651,101379,67740,73679,101582,121342,104492,72536,51694,43794,44097,47681,49741,47474,41742
20,Poland,,47813,46085,69060,103886,156002,233509,347782,513912,749804,1070870,1472134,1788187,1259037,499946,142410,45346,32946,48154,72172
21,Portugal,,5867,1915,1308,1794,2718,4102,6189,9329,14046,21109,31636,47214,70003,102724,148238,207947,259776,193514,108240
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,22173,29558,42369,58393,73686,65846,33695,16756,13352,15733,20317,22039,18678,13782,10348,8651,8036,7867,7689
24,Slovakia,,13060,13936,20984,31338,46521,68399,99004,139534,187060,205147,140713,63131,35113,30210,34164,39710,40371,34645,26599
25,Finland,,126770,170682,213582,195551,135698,95474,87043,96972,93683,70433,49439,39729,37904,38754,37591,32863,26675,20971,16254
26,Sweden,,21895,17131,25151,37660,56223,83401,122470,176899,248458,331283,364123,257139,130993,97310,113984,145616,141006,98584,61675
27,United Kingdom,,1453801,730422,456052,463374,624823,783389,732698,526574,349265,254051,215076,204325,207754,218008,227596,232416,232429,229200,222714
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,37186,54268,78855,112123,153237,188951,164878,91645,57150,59403,79259,86911,65325,41283,29165,25618,26201,27769,27954
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
