,Region,767,773,780,787,794
0,Belgium,,31360,23758,19427,17161
1,Bulgaria,,15140,12003,10251,9363
2,Czechia,,51985,40682,35028,32789
3,Denmark,,145875,151227,162184,155384
4,Germany,,1028084,1018356,1058029,1148898
5,Estonia,,29874,27100,25462,24615
6,Ireland,,21548,23423,27380,34033
7,Greece,,95193,95350,102771,117696
8,Spain,,128348,114006,109977,114762
9,France,,404620,363943,366081,407883
10,Croatia,,11429,9111,8011,7699
11,Italy,,262696,259134,282485,335958
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,60225,52354,45501,40222
14,Lithuania,,35894,33723,33778,35646
15,Luxembourg,,4121,4368,4901,5818
16,Hungary,,20344,14908,11811,10010
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,31115,12036,5348,2602
19,Austria,,187473,185790,186979,191875
20,Poland,,89278,74477,67139,64865
21,Portugal,,60401,54569,55818,62863
22,Romania,,50634,38921,32074,27980
23,Slovenia,,10257,7163,5772,5262
24,Slovakia,,101809,91531,85965,85075
25,Finland,,20196,17038,15584,15354
26,Sweden,,11983,6211,4148,2921
27,United Kingdom,,144010,106149,83231,69891
28,Iceland,,14555,9296,6368,5505
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,85638,83930,86571,93062
31,Switzerland,,78283,74594,77491,86432
