,Region,774,780,787,794,801
0,Belgium,,35267,34203,35895,40376
1,Bulgaria,,8922,6578,5236,4431
2,Czechia,,51385,50420,54078,61979
3,Denmark,,119771,138669,151745,146165
4,Germany,,1173832,1297299,1489864,1731591
5,Estonia,,20989,18445,17429,17397
6,Ireland,,17578,17276,18284,20644
7,Greece,,96576,103175,118056,142239
8,Spain,,101254,93342,93605,101628
9,France,,411465,445263,532133,688277
10,Croatia,,7949,6704,6242,6344
11,Italy,,243438,259247,304375,386640
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,47297,41250,37523,35498
14,Lithuania,,29905,29150,30530,33756
15,Luxembourg,,2440,1178,761,574
16,Hungary,,12981,9463,7452,6274
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,486625,607298,658265,587775
19,Austria,,215365,229812,242175,245994
20,Poland,,71343,64108,62201,64318
21,Portugal,,78606,94726,123904,169886
22,Romania,,29507,21630,16956,13982
23,Slovenia,,10790,10650,11930,14832
24,Slovakia,,77126,69558,67094,68953
25,Finland,,32607,37906,47165,61483
26,Sweden,,11721,8411,7018,6366
27,United Kingdom,,279014,321109,392385,507512
28,Iceland,,10034,6633,5620,6079
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,66303,63588,65403,71230
31,Switzerland,,119305,141547,172589,209287
