,Region,816,822,829,836,843
0,Belgium,,41438,34368,28812,24235
1,Bulgaria,,3194,2523,1983,1536
2,Czechia,,13630,9072,6210,4273
3,Denmark,,12083,11001,10648,10773
4,Germany,,538178,376258,270364,195597
5,Estonia,,2886,2161,1666,1299
6,Ireland,,5880,3017,1606,855
7,Greece,,53523,40613,31878,25479
8,Spain,,581,202,32,5
9,France,,815309,741104,673434,610471
10,Croatia,,4015,3120,2471,1964
11,Italy,,392638,381711,369514,354508
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,3856,3032,2471,2047
14,Lithuania,,7091,5689,4652,3813
15,Luxembourg,,4473,3510,2754,2139
16,Hungary,,7469,5528,4087,2987
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,24404,13718,8216,5034
19,Austria,,58080,45990,39101,34698
20,Poland,,5738,3934,2716,1842
21,Portugal,,33523,24727,18839,14685
22,Romania,,7300,5187,3725,2659
23,Slovenia,,8831,7329,6304,5540
24,Slovakia,,13695,9086,6343,4527
25,Finland,,33965,37931,41695,44709
26,Sweden,,4737,5099,5574,6120
27,United Kingdom,,109731,64461,39306,24233
28,Iceland,,336,213,150,115
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,2548,1521,946,593
31,Switzerland,,27744,26287,25154,24170
