,Region,746,752,759,766,773,780,787,794,801,808,815,822,829,836,843,850,857,864,871,878
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,243683,223884,200144,174358,149115,126522,107073,90016,75025,62171,51228,41860,33826,26908,21112,16546,12905,9999,7645
3,Denmark,,122259,90837,92971,112819,128089,118201,94922,77784,71229,72241,76730,80649,81322,78678,74594,70866,68287,66583,65280
4,Germany,,1375176,1413259,1358996,1229709,1060542,888272,737231,608757,502047,413504,338907,275209,220941,176047,139813,110683,87723,69666,55277
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,31573,32259,33312,34022,34313,34099,33339,32049,30287,28147,25742,23190,20601,18069,15670,13455,11460,9699,8175
7,Greece,,116209,108812,100726,92366,84065,76118,68718,62043,56186,51045,46501,42474,38904,35659,32632,29743,26907,24117,21379
8,Spain,,222603,127264,74296,43706,25821,15339,9184,5538,3359,2045,1250,768,473,291,180,110,67,40,24
9,France,,2120346,1882758,1580068,1284483,1059604,914232,830384,785486,763526,753462,746402,736923,722348,703360,680788,657006,633133,606481,575131
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,555581,401703,295551,224886,175601,140517,114960,95696,80707,68595,58394,49579,41820,34973,28963,23742,19291,15604,12520
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,64210,59073,48799,37333,27762,21212,16715,13510,11123,9267,7743,6440,5313,4312,3413,2626,1992,1504,1129
14,Lithuania,,82986,81616,72419,58978,46575,36611,29227,23836,19824,16749,14261,12129,10290,8648,7141,5739,4469,3366,2471
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,83555,73654,62634,52237,43306,35364,28625,22997,18350,14518,11366,8784,6664,4938,3572,2518,1739,1185,794
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,722887,855138,715693,413750,248776,189573,172173,170487,173959,178413,181347,181358,178350,173040,166870,161128,157201,154584,151918
19,Austria,,229881,220632,205299,186218,165553,145420,127610,112166,98780,87121,77364,68987,61349,54076,47131,40487,34228,28454,23052
20,Poland,,328231,329969,318934,274565,243453,224727,205064,183830,161671,139361,117391,96309,77078,60127,45755,34097,24928,17874,12540
21,Portugal,,313248,262191,212689,177259,153226,137730,127706,121146,116709,113755,111865,110628,109778,109066,108372,107768,107256,106621,105652
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,84089,57661,39214,28601,23179,20752,20136,20698,22146,24269,26782,29303,31296,32161,31538,29615,26895,23966,21154
24,Slovakia,,171523,190060,181255,129915,79018,49246,34460,30437,29462,28620,28069,27634,27128,26367,25276,23782,21954,19841,17605
25,Finland,,32822,29609,26678,24055,21639,19422,17402,15525,13757,12100,10523,9005,7575,6229,4972,3840,2865,2064,1441
26,Sweden,,163578,113686,62075,36663,21140,12483,7630,4767,3022,1939,1252,808,521,334,211,132,81,48,28
27,United Kingdom,,1024627,1086904,1122623,1128123,1101490,1054981,1003930,951870,904906,866027,822537,772842,719481,665328,608707,552481,497224,439885,380095
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,123230,116666,111191,106421,101739,96563,90207,82964,75175,67279,59522,52053,45050,38606,32652,27103,21924,17098,12771
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
