,Region,704,710,717,724,731,738,745,752,759,766,773,780,787,794,801,808,815,822,829,836
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,63240,56886,65489,70044,74336,83408,86384,83942,75757,63576,52536,45379,43706,49348,58667,69136,81345,95512,107116
3,Denmark,,8292,2683,1344,946,911,1107,1309,1555,1846,2192,2602,3089,3667,4351,5163,6125,7264,8613,10210
4,Germany,,116915,92431,98683,119262,141255,167422,198376,234940,278082,328916,388711,458898,541061,636912,748231,801035,727613,572789,403698
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,75546,74828,51548,36347,22742,15955,14306,13425,12884,12442,12020,11589,11139,10667,10170,9649,9109,8552,7987
7,Greece,,39711,36987,34805,29476,25590,23405,23360,26727,31826,37664,44540,51488,50778,42914,31487,21433,15305,13005,14592
8,Spain,,197730,215169,253680,299330,352664,412000,420883,368082,279269,193260,136658,111797,118584,143125,168929,199616,235652,276699,311174
9,France,,461692,539549,633063,740633,827802,783978,644897,469829,328177,247939,227510,267644,315445,365370,409242,439741,451128,442138,416134
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,389313,450261,529544,521877,411971,283928,179569,121741,103105,118638,141196,167405,198164,234423,277089,327190,385871,454372,488431
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,3494,3839,4574,5425,6426,7606,8997,10634,11904,11196,9066,6446,4391,3254,2971,3525,4176,4953,5867
14,Lithuania,,8424,10063,11876,14039,16574,19542,21599,20099,16147,11460,7868,5929,5536,6620,7823,9263,10955,12946,15281
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,6149,3561,3115,3631,4323,5138,6100,7242,8596,10202,12106,14362,17036,20201,23947,28375,33607,39780,45752
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,78222,95990,112799,133141,156933,184645,216748,253657,295630,342561,359540,322910,254259,182370,131556,103754,81958,65023,51514
19,Austria,,11307,10981,13254,15651,18545,21959,25985,30726,36299,42837,50485,59400,69743,81323,88667,89663,85051,72311,58165
20,Poland,,60380,31382,22549,21444,25968,30714,36468,43287,51372,60958,72318,85776,101708,120559,132564,122241,96849,67636,45883
21,Portugal,,73388,83399,94996,102355,104753,102221,92559,79082,67105,59371,54021,48908,44190,39807,35705,31976,28619,25564,22775
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,6922,8391,9880,11671,13772,16228,19088,22400,24982,23549,19235,13889,9633,7254,6674,7892,9317,11000,12961
24,Slovakia,,13396,6599,5129,5378,6530,7724,9161,10865,12881,15266,18084,21412,25336,29956,35386,41752,44355,39973,31082
25,Finland,,15161,16659,19698,23332,27598,32615,38502,45390,53421,62738,67103,60907,47922,33777,23570,18435,18156,21998,25875
26,Sweden,,15029,11986,14495,17177,20378,24154,28617,33887,40105,47427,56036,66135,77945,91706,107658,126024,141760,135366,112132
27,United Kingdom,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,17001,15534,17044,20437,24165,28553,33704,39732,46761,53274,51545,43011,31434,21632,15840,13936,16029,19046,22540
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
