,Region,753,759,766,773,780,787,794,801,808,815,822,829,836,843,850,857,864,871,878,885
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,141423,120296,110245,107563,112341,125134,146128,175828,214846,260461,303751,330741,329693,300133,257169,218636,192170,177500,173269
3,Denmark,,145678,111609,108528,126936,150188,155481,137952,115518,101651,97884,100954,106477,110134,109443,104708,98181,91687,86252,82332
4,Germany,,1334959,1433129,1558872,1697154,1845736,2004464,2144310,2228023,2229881,2143779,1995106,1830156,1698813,1626921,1614710,1661649,1751251,1850434,1934657
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,30007,33358,40008,51026,68002,92253,122835,153291,171158,166680,144160,117802,97924,87043,83998,87077,94608,104443,113545
7,Greece,,120597,130744,149977,179532,219648,267123,312719,341421,340110,310844,270670,236773,215556,209895,214775,225644,236480,241532,238003
8,Spain,,248060,204212,181565,173676,179279,200461,242330,314960,435514,631937,939075,1363718,1817660,2060219,1890736,1462732,1075553,848425,754814
9,France,,906362,747259,695500,715757,805305,976690,1239195,1577246,1910035,2085041,1999644,1729020,1448283,1263131,1194353,1222877,1309854,1405946,1461743
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,399068,339337,322319,338032,389397,488940,658703,930307,1327892,1815662,2232622,2337266,2066792,1639691,1290617,1094553,1035675,1075591,1181008
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,70563,65869,57380,48320,41388,37279,35630,35986,37835,40388,42699,44008,43660,41733,39163,36896,35495,35228,36202
14,Lithuania,,63779,60411,58419,56905,56274,56768,58279,60432,62691,64163,64062,62652,60161,57066,53800,51014,49168,48417,49122
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,53193,43308,37754,35056,34706,36767,41589,50075,63709,84796,116388,160817,217043,277496,324550,341490,317936,224242,137543
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,715603,597543,469883,374834,329809,324204,345118,380051,414243,429767,418293,389818,362377,341098,318531,306401,301632,299490,297500
19,Austria,,207911,197675,192758,189214,188901,192786,199687,207598,214250,219190,220491,216546,208190,198631,190685,186376,186276,187890,188323
20,Poland,,189498,162686,140908,146267,159585,186799,231823,301993,407741,559362,759802,995641,1217242,1277059,935830,540359,273654,136592,80417
21,Portugal,,131593,98290,84443,82538,90108,107899,138703,185637,248305,313883,352451,339311,287644,234785,203187,195191,205577,225963,232163
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,41810,30304,24714,22470,22835,25747,31541,40779,53199,65726,72043,67590,55854,44377,37184,34365,35020,38051,42213
24,Slovakia,,161150,166675,163204,153083,140058,128193,119396,114372,113201,116047,121641,127787,131692,131650,127510,121531,116037,111928,109563
25,Finland,,54619,68238,89157,118593,155338,191890,212952,206356,177710,144329,118780,104320,98726,98901,102400,107064,111042,113408,114692
26,Sweden,,64838,28629,15823,9658,6585,4958,4093,3683,3606,3821,4353,5322,6949,9629,14074,21506,33926,54500,88549
27,United Kingdom,,360630,252550,189642,148841,123695,110578,106746,112258,129416,162041,219111,318977,497009,811062,1350031,2170951,3062835,3418929,2917647
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,137736,137541,137462,136284,134415,132606,130936,129526,128490,127569,126457,125267,124171,122935,121221,118839,115537,112069,109968
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
