,Region,788,794,801,808,815
0,Belgium,,64415,81820,110873,158468
1,Bulgaria,,10231,10790,12264,14965
2,Czechia,,55867,65344,82610,111558
3,Denmark,,50222,58372,80414,119757
4,Germany,,1565296,1782136,2055099,2353033
5,Estonia,,10048,8990,8991,9835
6,Ireland,,13901,11817,10869,10848
7,Greece,,160749,199133,249930,309999
8,Spain,,111191,124375,152218,201067
9,France,,838246,1228446,1809058,2503846
10,Croatia,,12556,16772,24375,38342
11,Italy,,569281,866448,1358663,2091657
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,26321,23802,24016,26379
14,Lithuania,,32992,38172,46526,58463
15,Luxembourg,,8035,11289,16332,22298
16,Hungary,,9557,9114,9562,10900
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,314623,289089,286997,303313
19,Austria,,316296,302108,270941,237025
20,Poland,,73403,80897,96449,123782
21,Portugal,,81366,106401,149782,219738
22,Romania,,22604,22931,25058,29225
23,Slovenia,,23098,34143,51692,75274
24,Slovakia,,74958,80111,90934,107515
25,Finland,,35300,31519,30380,31550
26,Sweden,,8146,6605,5595,4613
27,United Kingdom,,532125,674181,893446,1232701
28,Iceland,,4392,2846,2849,3721
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,20675,15843,13770,13252
31,Switzerland,,162830,167520,177151,191179
