,Region,739,745,752,759,766,773,780,787,794,801,808,815,822,829,836,843,850,857,864,871
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,278110,323226,323433,278544,195010,94137,41501,18016,8370,4604,3522,3929,4322,4915,5707,6713,7947,9444,11219
3,Denmark,,178381,92688,63105,55732,57469,62726,67832,70360,69511,66025,61417,56977,53397,50862,49285,48461,48120,47989,47752
4,Germany,,769095,823804,884293,936797,961370,949359,904801,839487,761410,677378,592968,511045,433378,361675,298353,244402,198991,161779,131512
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,7259,2348,954,523,287,160,91,52,30,17,10,6,3,2,1,0,0,0,0
7,Greece,,61097,20774,8171,4633,3823,4110,4340,4653,5030,5486,6024,6646,7357,8160,9044,9983,10938,11840,12621
8,Spain,,388213,188970,100521,59668,41168,28012,19318,13445,9445,6691,4774,3430,2483,1808,1324,973,715,523,380
9,France,,1869825,1286165,803095,525291,386346,342078,317157,304635,300053,301493,307647,317196,328982,341910,355223,368012,379748,389744,396235
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,503705,185853,67672,29536,17000,14388,12941,11788,10874,10151,9557,9036,8553,8080,7602,7111,6607,6099,5610
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,66657,73662,65554,41862,18414,7063,2690,1114,566,427,486,534,606,699,814,952,1112,1294,1492
14,Lithuania,,90724,104562,95543,71323,45201,22057,10051,4846,2800,2198,2211,2208,2281,2411,2592,2813,3054,3297,3522
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,81791,71832,68538,53780,32277,19726,13336,9722,7866,7327,6664,6054,5456,4857,4250,3650,3066,2528,2055
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,388453,353497,309705,259711,214106,175917,145589,122202,104149,90144,79311,70840,64116,58759,54529,51336,49134,47978,47693
19,Austria,,238412,249154,230860,192122,149782,114095,87571,68919,55810,46441,39620,34714,31152,28488,26422,24798,23490,22429,21578
20,Poland,,388578,575056,792475,1002428,907581,561549,276602,109041,35991,11043,3771,1743,1329,1590,1756,1946,2139,2330,2510
21,Portugal,,322277,214609,117821,71060,46574,35815,34365,33437,33457,34060,35195,36834,38917,41387,44149,47110,50220,53384,56369
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,92958,68379,41962,20572,9158,4295,2502,2114,2091,2159,2344,2659,3131,3795,4689,5846,7290,9010,10951
24,Slovakia,,118960,201490,252464,226520,150920,76751,32132,12550,5134,2579,1904,2032,2162,2431,2836,3407,4182,5223,6594
25,Finland,,12120,5265,2545,1257,626,314,159,80,41,20,10,5,2,1,0,0,0,0,0
26,Sweden,,218759,109970,68790,36744,20280,13790,10338,7793,5967,4627,3628,2869,2280,1819,1452,1157,917,719,556
27,United Kingdom,,443445,398860,365720,334407,303878,273572,244960,219520,197356,178645,163242,150233,139117,129663,121716,114821,108934,103882,99167
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,105045,94874,84097,73609,63624,54444,46345,39475,33746,29020,25150,21969,19332,17143,15325,13787,12443,11222,10042
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
