,Region,725,731,738,745,752,759,766,773,780,787,794,801,808,815,822,829,836,843,850,857
0,Belgium,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2,Czechia,,99706,129358,150599,161589,158442,143083,120894,97522,76582,59435,46059,35888,28259,22581,18378,15280,13005,11349,10163
3,Denmark,,145693,78493,45624,32619,27524,25193,23384,21317,18930,16453,14144,12055,10347,9120,8402,8194,8501,9348,10748
4,Germany,,302817,320614,336086,351121,357058,351368,333979,307203,274783,240863,209117,182223,161734,148297,142067,143138,151899,169255,196741
5,Estonia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,Ireland,,76737,49283,34553,27087,22650,19436,16733,14330,12206,10388,8901,7752,6935,6443,6275,6449,7013,8052,9700
7,Greece,,69656,25262,9172,4970,3279,2092,1340,853,541,342,217,139,91,61,42,30,23,18,14
8,Spain,,538072,400227,320078,257825,207710,166917,133478,106069,83745,65761,51465,40271,31641,25093,20193,16568,13904,11950,10511
9,France,,1960809,1438066,929872,635147,475933,384816,323762,276038,235410,200123,170006,145242,125894,111807,102664,98114,97892,101896,110204
10,Croatia,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11,Italy,,1165944,963106,632221,458387,345804,266487,208152,163396,128377,100887,79451,62954,50477,41233,34555,29893,26815,25005,24240
12,Cyprus,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,Latvia,,21964,28575,32913,34095,31817,27414,22540,18227,14794,12175,10200,8711,7590,6758,6156,5749,5511,5427,5490
14,Lithuania,,30155,34662,36969,36942,34568,30593,25949,21395,17363,14011,11330,9242,7646,6447,5563,4928,4493,4222,4089
15,Luxembourg,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,Hungary,,40726,42763,48434,53533,57693,60551,61869,61599,59911,57164,53806,50261,46837,43690,40845,38238,35776,33381,31014
17,Malta,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,Netherlands,,231433,208851,177769,146593,118087,93273,72463,55452,41816,31075,22764,16463,11799,8435,6075,4465,3393,2697,2258
19,Austria,,147646,193492,198069,163561,116795,80834,58606,45344,37016,31478,27799,25628,24857,25508,27707,31684,37744,46173,57037
20,Poland,,103272,119538,130926,141556,149378,153939,155026,152803,147756,140573,132025,122863,113734,105129,97355,90556,84749,79877,75844
21,Portugal,,224085,204415,164868,130255,102435,81222,64875,51969,41623,33318,26721,21569,17627,14669,12490,10911,9790,9018,8512
22,Romania,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,Slovenia,,62613,72915,62833,40386,23122,15603,11864,9362,7573,6210,5157,4347,3731,3269,2930,2691,2536,2457,2450
24,Slovakia,,22085,21267,20010,18440,16677,14824,12971,11193,9546,8071,6787,5698,4794,4057,3467,3001,2638,2360,2152
25,Finland,,46788,36420,30640,26400,23084,20415,18187,16261,14547,12994,11572,10276,9112,8094,7238,6554,6046,5709,5533
26,Sweden,,127387,94023,74184,58380,46090,36430,28701,22444,17364,13259,9977,7389,5385,3865,2739,1928,1363,980,725
27,United Kingdom,,435623,278964,189528,133257,95799,69777,51434,38470,29322,22884,18376,15255,13154,11836,11155,11032,11443,12409,13997
28,Iceland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,Norway,,66363,75206,80872,84360,83225,77237,67753,56926,46598,37774,30723,25318,21294,18379,16338,14990,14197,13864,13921
31,Switzerland,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
