,County,229,234,241,248,255,262,269,276
0,01001,1383,18,14,12,11,10,9,8
1,01003,4586,138,123,116,110,103,98,91
2,01005,617,15,16,13,11,10,8,6
3,01007,557,13,8,8,7,6,5,5
4,01009,1070,17,15,14,13,12,11,10
5,01011,545,1,0,0,0,0,0,0
6,01013,859,10,6,4,3,2,2,1
7,01015,2593,134,129,114,100,85,73,62
8,01017,857,2,0,0,0,0,0,0
9,01019,367,5,4,3,3,2,2,1
10,01021,1168,46,44,43,41,39,38,36
11,01023,325,2,2,1,1,1,0,0
12,01025,930,1,1,1,1,0,0,0
13,01027,401,23,19,16,14,11,9,7
14,01029,239,16,17,17,16,14,12,11
15,01031,982,9,4,4,3,3,2,2
16,01033,1480,24,22,19,16,13,11,9
17,01035,437,15,16,14,11,9,8,6
18,01037,110,0,0,0,0,0,0,0
19,01039,817,6,7,6,5,5,4,4
20,01041,401,0,0,0,0,0,0,0
21,01043,1480,3,1,0,0,0,0,0
22,01045,1030,4,1,1,1,1,0,0
23,01047,1449,5,2,2,1,1,1,0
24,01049,2111,24,25,23,22,20,18,16
25,01051,2124,50,43,39,36,33,30,27
26,01053,1257,3,1,0,0,0,0,0
27,01055,2774,47,42,37,33,29,26,23
28,01057,316,16,16,17,18,18,18,18
29,01059,1600,29,29,24,20,16,14,12
30,01061,398,6,2,1,1,0,0,0
31,01063,282,0,0,0,0,0,0,0
32,01065,542,0,0,0,0,0,0,0
33,01067,345,5,4,2,1,1,0,0
34,01069,1923,44,38,31,25,19,16,12
35,01071,1321,28,25,22,19,17,15,13
36,01073,16703,629,569,530,489,450,415,382
37,01075,282,3,1,1,1,1,0,0
38,01077,1479,37,37,33,31,28,25,22
39,01079,505,21,24,25,25,26,26,26
40,01081,3511,109,99,94,90,83,77,73
41,01083,1706,32,29,26,24,21,19,16
42,01085,604,0,0,0,0,0,0,0
43,01087,412,3,2,1,0,0,0,0
44,01089,6592,277,282,272,262,249,239,228
45,01091,645,5,4,3,2,2,1,1
46,01093,749,8,5,5,5,4,4,4
47,01095,3510,8,4,3,3,2,2,2
48,01097,12289,181,173,162,150,140,132,123
49,01099,437,0,0,0,0,0,0,0
50,01101,7956,122,90,69,52,38,28,21
51,01103,2891,46,29,22,16,11,8,6
52,01105,483,3,0,0,0,0,0,0
53,01107,544,8,4,4,4,3,3,3
54,01109,851,9,4,2,1,0,0,0
55,01111,494,8,5,4,3,3,2,2
56,01113,1565,3,2,1,1,1,0,0
57,01115,1720,32,24,22,19,17,15,13
58,01117,4345,165,131,119,109,99,89,80
59,01119,403,0,0,0,0,0,0,0
60,01121,1312,16,8,7,5,4,3,2
61,01123,942,5,5,5,5,4,4,4
62,01125,5352,125,101,90,80,71,63,55
63,01127,1958,74,51,37,26,19,13,9
64,01129,500,30,23,14,8,4,2,1
65,01131,474,36,36,30,24,19,15,11
66,01133,584,11,6,5,5,4,4,4
67,02013,2,,,,,,,NaN
68,02016,6,,,,,,,NaN
69,02020,3297,296,255,209,167,133,105,80
70,02050,71,9,0,0,0,0,0,0
71,02060,10,0,0,0,0,0,0,0
72,02068,2,,,,,,,NaN
73,02070,5,0,0,0,0,0,0,0
74,02090,755,119,132,145,157,170,176,187
75,02100,4,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,194,14,5,4,2,1,1,0
78,02122,422,4,2,1,0,0,0,0
79,02130,47,0,0,0,0,0,0,0
80,02150,18,1,0,0,0,0,0,0
81,02158,8,,,,,,,NaN
82,02164,0,,,,,,,NaN
83,02170,511,26,24,23,21,20,18,16
84,02180,46,1,0,0,0,0,0,0
85,02185,52,3,0,0,0,0,0,0
86,02188,70,0,0,0,0,0,0,0
87,02195,7,0,0,0,0,0,0,0
88,02198,28,0,0,0,0,0,0,0
89,02220,38,0,0,0,0,0,0,0
90,02230,0,,,,,,,NaN
91,02240,19,0,0,0,0,0,0,0
92,02261,75,1,0,0,0,0,0,0
93,02275,12,,,,,,,NaN
94,02282,21,,,,,,,NaN
95,02290,72,1,1,0,0,0,0,0
96,04001,3372,22,9,5,3,2,1,0
97,04003,1841,8,5,3,1,0,0,0
98,04005,3394,48,50,44,38,33,29,24
99,04007,1132,11,9,7,7,6,5,4
100,04009,766,37,33,29,26,23,20,17
101,04011,59,1,0,0,0,0,0,0
