,County,278,283,290,297,304,311,318,325
0,01001,2074,45,37,34,32,30,27,25
1,01003,6694,252,258,250,238,227,216,205
2,01005,1033,27,25,22,18,16,13,10
3,01007,843,45,37,35,33,30,29,26
4,01009,1942,79,81,78,75,72,68,65
5,01011,649,5,4,4,3,2,2,2
6,01013,1013,8,4,3,2,1,1,0
7,01015,4621,485,503,461,422,375,337,295
8,01017,1352,35,38,36,33,31,28,25
9,01019,745,11,6,5,4,4,3,2
10,01021,1893,67,59,56,53,50,47,44
11,01023,392,3,1,0,0,0,0,0
12,01025,1353,63,61,59,57,53,50,47
13,01027,749,16,12,9,7,6,4,3
14,01029,573,40,28,26,22,20,17,14
15,01031,1795,102,107,102,99,93,87,82
16,01033,2041,101,90,80,71,61,55,47
17,01035,561,0,0,0,0,0,0,0
18,01037,205,3,2,2,2,1,1,1
19,01039,1755,68,67,63,58,54,49,45
20,01041,609,8,6,5,4,3,2,2
21,01043,2508,230,174,128,92,65,44,29
22,01045,1772,121,127,122,116,111,106,98
23,01047,1872,4,3,2,1,1,1,0
24,01049,3461,267,267,265,262,253,248,237
25,01051,3227,93,92,86,79,72,66,61
26,01053,1730,7,4,3,2,1,1,0
27,01055,4312,245,253,239,225,207,196,179
28,01057,584,16,16,15,15,15,14,14
29,01059,2061,40,37,32,27,23,19,16
30,01061,916,50,39,27,19,13,8,5
31,01063,346,0,0,0,0,0,0,0
32,01065,777,9,7,5,3,2,1,1
33,01067,719,58,45,34,24,17,11,7
34,01069,4180,470,483,435,382,334,287,245
35,01071,2175,148,154,146,136,126,117,106
36,01073,23443,940,853,792,731,674,619,570
37,01075,506,30,28,27,27,26,24,23
38,01077,2313,243,246,241,234,226,215,206
39,01079,861,57,60,62,63,63,66,65
40,01081,6550,90,85,78,72,67,61,56
41,01083,2893,191,181,173,166,154,143,135
42,01085,714,7,3,2,1,0,0,0
43,01087,537,3,1,0,0,0,0,0
44,01089,9394,385,355,341,327,310,298,281
45,01091,1025,41,30,26,21,18,15,12
46,01093,1097,26,24,23,22,22,21,20
47,01095,4411,108,104,97,89,82,75,67
48,01097,16934,2254,2651,2671,2744,2747,2725,2630
49,01099,648,5,3,2,1,0,0,0
50,01101,10298,519,456,368,294,234,184,143
51,01103,4182,226,176,140,112,87,67,51
52,01105,593,7,4,4,4,4,4,3
53,01107,860,37,37,37,35,33,31,30
54,01109,1344,24,14,8,5,2,1,1
55,01111,829,20,15,13,10,9,7,6
56,01113,1953,30,24,20,16,13,10,8
57,01115,2999,153,139,130,121,112,104,94
58,01117,7436,350,331,308,291,266,244,224
59,01119,473,1,1,0,0,0,0,0
60,01121,2674,71,61,52,44,36,30,25
61,01123,1330,40,31,30,29,28,26,25
62,01125,10414,357,332,304,278,255,229,207
63,01127,2823,95,65,48,33,24,16,11
64,01129,749,76,59,37,23,13,7,4
65,01131,570,3,2,1,1,0,0,0
66,01133,937,21,15,15,13,12,11,11
67,02013,16,,,,,,,NaN
68,02016,97,,,,,,,NaN
69,02020,7454,1043,861,735,607,499,406,322
70,02050,393,121,112,100,81,62,45,32
71,02060,0,,,,,,,NaN
72,02068,25,,,,,,,NaN
73,02070,51,3,0,0,0,0,0,0
74,02090,2079,219,164,166,164,165,162,158
75,02100,12,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,526,76,38,29,21,15,10,7
78,02122,914,119,70,47,30,18,11,6
79,02130,81,2,0,0,0,0,0,0
80,02150,97,2,0,0,0,0,0,0
81,02158,192,,,,,,,NaN
82,02164,104,,,,,,,NaN
83,02170,1165,289,278,304,322,335,339,336
