,County,474,479,486,493,500,507,514
0,01001,NaN,6,1,0,0,0,1
1,01003,NaN,118,137,149,155,157,159
2,01005,NaN,16,15,15,15,15,15
3,01007,NaN,14,13,13,13,13,13
4,01009,NaN,41,40,40,40,40,39
5,01011,NaN,4,4,4,4,4,4
6,01013,NaN,10,11,10,10,10,10
7,01015,NaN,41,42,44,44,44,43
8,01017,NaN,15,14,14,14,14,14
9,01019,NaN,9,7,7,7,7,7
10,01021,NaN,36,40,43,46,47,48
11,01023,NaN,3,4,4,4,4,4
12,01025,NaN,8,9,9,9,9,9
13,01027,NaN,15,14,15,15,15,15
14,01029,NaN,5,6,6,6,6,6
15,01031,NaN,23,23,24,24,23,23
16,01033,NaN,24,23,23,23,23,23
17,01035,NaN,5,4,4,4,4,4
18,01037,NaN,22,22,22,22,22,22
19,01039,NaN,16,14,14,14,14,14
20,01041,NaN,5,6,6,6,6,6
21,01043,NaN,37,35,36,36,37,38
22,01045,NaN,12,13,13,13,13,13
23,01047,NaN,14,12,12,12,12,12
24,01049,NaN,25,25,25,25,25,25
25,01051,NaN,33,28,28,27,27,28
26,01053,NaN,12,13,13,13,13,13
27,01055,NaN,36,36,36,36,36,36
28,01057,NaN,11,10,10,10,10,10
29,01059,NaN,12,13,13,13,13,13
30,01061,NaN,13,10,10,10,10,10
31,01063,NaN,3,3,3,3,3,3
32,01065,NaN,12,12,12,12,12,12
33,01067,NaN,4,5,5,5,4,5
34,01069,NaN,42,40,41,41,41,41
35,01071,NaN,19,19,19,19,18,19
36,01073,NaN,237,243,268,288,305,318
37,01075,NaN,5,6,6,7,7,7
38,01077,NaN,32,30,28,27,27,26
39,01079,NaN,13,14,14,14,14,14
40,01081,NaN,71,70,74,78,81,82
41,01083,NaN,36,38,38,38,38,38
42,01085,NaN,5,5,5,5,5,5
43,01087,NaN,11,11,11,11,11,11
44,01089,NaN,162,166,165,164,163,160
45,01091,NaN,4,4,4,4,4,4
46,01093,NaN,12,11,11,11,11,11
47,01095,NaN,51,46,47,48,48,47
48,01097,NaN,46,36,35,33,33,32
49,01099,NaN,12,13,13,13,13,13
50,01101,NaN,41,41,42,46,50,54
51,01103,NaN,33,32,32,32,32,32
52,01105,NaN,2,1,1,1,1,1
53,01107,NaN,4,4,4,4,4,4
54,01109,NaN,11,12,12,12,12,12
55,01111,NaN,9,9,9,10,10,10
56,01113,NaN,34,34,34,34,34,34
57,01115,NaN,34,37,41,43,45,47
58,01117,NaN,69,85,90,91,88,85
59,01119,NaN,4,4,3,3,3,4
60,01121,NaN,40,44,45,45,45,45
61,01123,NaN,28,30,30,30,30,30
62,01125,NaN,99,101,116,131,143,152
63,01127,NaN,34,33,33,33,32,33
64,01129,NaN,7,7,7,7,7,7
65,01131,NaN,6,5,5,5,5,5
66,01133,NaN,7,6,6,6,6,6
67,02013,NaN,0,0,0,0,0,0
68,02016,NaN,5,5,5,5,5,5
69,02020,NaN,138,120,114,115,119,124
70,02050,NaN,14,15,14,14,15,14
71,02060,NaN,,,,,,NaN
72,02068,NaN,2,2,2,2,2,2
73,02070,NaN,2,2,2,2,2,2
74,02090,NaN,154,132,126,126,126,131
75,02100,NaN,0,0,0,0,0,0
76,02105,NaN,,,,,,NaN
77,02110,NaN,21,21,21,21,21,21
78,02122,NaN,23,18,17,16,16,17
79,02130,NaN,18,18,18,18,17,17
80,02150,NaN,6,6,6,6,6,6
81,02158,NaN,10,10,10,10,10,10
82,02164,NaN,1,1,1,1,1,1
83,02170,NaN,109,90,84,83,84,85
84,02180,NaN,4,4,4,4,4,4
85,02185,NaN,6,6,6,6,6,6
86,02188,NaN,3,3,3,3,3,3
87,02195,NaN,1,2,1,1,1,1
88,02198,NaN,4,4,4,5,4,4
89,02220,NaN,4,4,4,4,4,4
90,02230,NaN,0,0,0,0,0,0
91,02240,NaN,12,12,12,12,12,12
92,02261,NaN,,,,,,NaN
93,02275,NaN,4,4,4,4,4,4
94,02282,NaN,1,1,1,1,1,1
95,02290,NaN,2,2,2,2,2,2
96,04001,NaN,31,33,34,34,34,34
97,04003,NaN,19,20,21,24,27,29
98,04005,NaN,62,56,58,65,71,75
99,04007,NaN,18,20,20,20,20,20
100,04009,NaN,13,13,13,13,13,13
101,04011,NaN,1,2,2,2,2,2
102,04012,NaN,4,4,4,4,4,4
103,04013,NaN,2891,3050,3173,3193,3128,3073
104,04015,NaN,85,86,86,85,87,87
105,04017,NaN,63,67,70,69,66,62
106,04019,NaN,259,262,274,291,316,333
107,04021,NaN,376,379,371,356,338,324
108,04023,NaN,16,17,18,18,17,18
109,04025,NaN,142,148,155,156,154,149
110,04027,NaN,32,34,35,40,42,42
111,05001,NaN,4,4,4,4,4,4
112,05003,NaN,21,20,21,21,20,21
113,05005,NaN,19,19,19,19,19,19
114,05007,NaN,156,165,166,166,164,163
115,05009,NaN,17,16,16,16,16,16
116,05011,NaN,6,6,6,6,6,6
117,05013,NaN,0,0,0,0,0,0
118,05015,NaN,9,10,10,10,10,10
119,05017,NaN,1,1,1,1,1,1
120,05019,NaN,5,4,4,5,4,4
121,05021,NaN,10,8,8,8,8,8
122,05023,NaN,5,6,6,6,6,6
123,05025,NaN,2,2,2,2,2,2
124,05027,NaN,5,5,5,5,5,5
125,05029,NaN,6,6,6,6,6,6
126,05031,NaN,74,77,76,74,70,66
127,05033,NaN,18,16,17,16,16,17
128,05035,NaN,37,35,35,35,35,35
129,05037,NaN,5,5,5,5,5,5
130,05039,NaN,0,0,0,0,0,0
131,05041,NaN,1,1,1,1,1,1
132,05043,NaN,3,3,3,3,3,3
133,05045,NaN,71,85,96,101,102,103
134,05047,NaN,2,2,2,2,2,2
135,05049,NaN,5,5,4,4,4,4
136,05051,NaN,22,21,21,21,21,21
137,05053,NaN,1,2,2,2,2,2
138,05055,NaN,19,19,18,19,18,18
139,05057,NaN,3,3,4,3,3,3
140,05059,NaN,21,20,20,20,20,20
141,05061,NaN,2,2,2,2,2,3
142,05063,NaN,7,7,7,7,7,7
143,05065,NaN,4,4,3,4,4,3
144,05067,NaN,2,3,3,3,3,3
145,05069,NaN,27,27,28,27,27,27
146,05071,NaN,7,7,7,7,7,7
147,05073,NaN,0,1,1,1,1,1
148,05075,NaN,9,10,10,10,10,10
149,05077,NaN,4,4,4,4,4,4
150,05079,NaN,4,3,3,3,3,3
151,05081,NaN,3,3,3,3,3,3
152,05083,NaN,5,5,5,5,5,5
153,05085,NaN,47,44,46,49,50,51
154,05087,NaN,4,4,4,4,4,4
155,05089,NaN,4,4,4,4,4,4
156,05091,NaN,19,18,18,18,18,18
157,05093,NaN,18,19,19,19,19,19
158,05095,NaN,1,1,1,1,1,1
159,05097,NaN,0,1,1,1,1,1
160,05099,NaN,1,1,1,1,1,1
161,05101,NaN,3,3,3,3,3,3
162,05103,NaN,4,4,4,4,4,4
163,05105,NaN,2,2,2,2,2,2
164,05107,NaN,19,17,18,17,18,18
165,05109,NaN,2,3,3,2,3,3
166,05111,NaN,8,9,9,9,9,9
167,05113,NaN,5,5,5,5,5,5
168,05115,NaN,35,36,36,36,36,36
169,05117,NaN,1,1,1,1,1,1
