,County,257,262,269,276,283,290,297,304
0,01001,1831,33,25,23,21,20,18,16
1,01003,6085,409,449,439,431,422,412,395
2,01005,921,22,23,19,16,14,12,9
3,01007,687,23,17,15,14,13,11,10
4,01009,1662,22,23,21,19,18,16,15
5,01011,613,1,1,0,0,0,0,0
6,01013,927,4,2,1,1,1,0,0
7,01015,3705,122,106,92,76,65,55,46
8,01017,1208,17,17,16,14,12,11,10
9,01019,642,16,16,14,12,11,9,7
10,01021,1661,42,38,36,34,31,29,27
11,01023,366,9,4,3,3,2,2,1
12,01025,1158,48,39,38,35,33,31,29
13,01027,613,10,7,5,4,3,2,1
14,01029,428,21,19,17,14,13,11,9
15,01031,1472,79,80,76,72,68,64,60
16,01033,1744,52,42,36,31,26,23,19
17,01035,540,0,0,0,0,0,0,0
18,01037,179,2,2,2,1,1,1,1
19,01039,1480,45,50,46,43,39,36,33
20,01041,547,1,0,0,0,0,0,0
21,01043,1971,35,17,11,7,4,2,1
22,01045,1513,85,91,88,84,80,75,70
23,01047,1808,5,2,2,1,1,1,0
24,01049,2623,205,182,180,176,171,163,156
25,01051,2835,98,97,90,84,78,70,65
26,01053,1652,20,16,12,9,6,4,3
27,01055,3691,138,134,124,113,102,92,85
28,01057,485,17,10,10,9,9,9,9
29,01059,1850,36,30,26,22,18,15,13
30,01061,739,66,57,43,31,20,14,9
31,01063,310,1,0,0,0,0,0,0
32,01065,669,6,4,3,2,1,1,0
33,01067,570,45,32,24,17,12,8,5
34,01069,3368,338,343,303,266,232,198,168
35,01071,1694,103,92,86,79,72,65,59
36,01073,20731,845,838,777,726,671,621,575
37,01075,402,12,10,9,8,8,7,7
38,01077,1832,60,57,53,48,44,39,36
39,01079,662,11,12,12,12,11,11,10
40,01081,6156,177,170,161,151,141,132,123
41,01083,2298,134,117,111,106,99,92,85
42,01085,662,0,0,0,0,0,0,0
43,01087,492,2,1,0,0,0,0,0
44,01089,8276,296,275,263,251,237,226,211
45,01091,748,9,6,5,4,3,2,2
46,01093,1002,17,14,13,12,12,11,11
47,01095,4038,46,41,38,34,30,27,24
48,01097,13744,272,248,234,222,207,194,182
49,01099,597,3,0,0,0,0,0,0
50,01101,9029,125,96,74,55,41,30,22
51,01103,3481,148,102,80,61,47,36,26
52,01105,544,1,0,0,0,0,0,0
53,01107,684,11,7,6,6,5,5,4
54,01109,1242,14,7,4,2,1,0,0
55,01111,706,33,22,19,16,13,11,9
56,01113,1822,39,31,26,21,17,14,11
57,01115,2474,101,96,90,83,76,69,62
58,01117,6407,360,342,320,298,275,256,235
59,01119,438,1,0,0,0,0,0,0
60,01121,2257,55,49,42,36,30,24,19
61,01123,1197,18,14,13,13,12,11,10
62,01125,9219,313,265,238,213,193,173,155
63,01127,2436,54,39,28,20,14,10,6
64,01129,582,8,4,2,1,0,0,0
65,01131,538,1,0,0,0,0,0,0
66,01133,770,6,5,5,4,4,3,3
67,02013,14,,,,,,,NaN
68,02016,96,,,,,,,NaN
69,02020,5075,532,410,335,279,217,174,136
70,02050,128,1,1,1,0,0,0,0
71,02060,0,0,0,0,0,0,0,0
72,02068,14,,,,,,,NaN
73,02070,31,0,0,0,0,0,0,0
74,02090,1401,194,191,200,208,219,224,229
75,02100,9,,,,,,,NaN
76,02105,0,,,,,,,NaN
77,02110,391,4,2,1,1,0,0,0
78,02122,653,8,3,2,1,0,0,0
79,02130,69,0,0,0,0,0,0,0
80,02150,75,1,0,0,0,0,0,0
81,02158,15,,,,,,,NaN
82,02164,95,,,,,,,NaN
83,02170,692,38,33,31,28,26,23,21
84,02180,87,1,0,0,0,0,0,0
85,02185,157,8,5,3,1,0,0,0
86,02188,144,10,7,5,3,2,1,0
87,02195,13,0,0,0,0,0,0,0
88,02198,32,0,0,0,0,0,0,0
89,02220,70,0,0,0,0,0,0,0
90,02230,0,,,,,,,NaN
91,02240,48,4,0,0,0,0,0,0
92,02261,129,1,1,0,0,0,0,0
93,02275,19,,,,,,,NaN
94,02282,31,,,,,,,NaN
95,02290,86,1,1,1,0,0,0,0
96,04001,3581,26,21,14,9,5,3,2
97,04003,1919,5,2,1,0,0,0,0
98,04005,4291,137,133,119,106,97,84,75
99,04007,1451,112,122,119,114,109,104,98
100,04009,895,34,27,24,21,18,15,13
101,04011,60,1,0,0,0,0,0,0
102,04012,548,0,0,0,0,0,0,0
103,04013,143411,1696,1558,1391,1243,1107,978,867
104,04015,4050,32,27,20,14,10,7,5
105,04017,5817,10,9,7,6,5,4,3
106,04019,25980,397,333,286,247,212,181,155
107,04021,10746,131,112,104,96,90,83,76
108,04023,2889,16,10,6,3,2,1,0
109,04025,2617,54,49,47,43,40,37,33
110,04027,12815,65,45,25,13,7,3,1
111,05001,460,35,31,27,23,18,15,12
112,05003,452,9,9,8,7,6,5,5
113,05005,403,38,29,20,14,9,5,3
114,05007,6910,239,189,129,86,56,36,23
115,05009,815,68,65,60,54,48,42,37
116,05011,345,0,0,0,0,0,0,0
117,05013,37,,,,,,,NaN
118,05015,759,63,55,48,41,34,28,23
119,05017,1013,2,1,0,0,0,0,0
120,05019,384,22,16,10,7,4,2,1
121,05021,342,32,31,32,32,33,32,32
122,05023,362,18,18,18,16,15,14,12
123,05025,192,2,0,0,0,0,0,0
124,05027,565,82,90,92,94,92,89,85
125,05029,297,16,19,19,19,19,18,17
126,05031,3287,252,179,118,73,45,27,15
127,05033,1575,127,106,84,64,50,37,27
128,05035,2007,28,23,16,11,8,5,3
129,05037,487,25,18,13,9,6,4,2
130,05039,171,3,1,1,0,0,0,0
131,05041,320,15,11,10,9,7,6,5
132,05043,363,1,1,1,1,0,0,0
133,05045,2728,201,201,194,186,180,170,160
134,05047,327,33,36,40,43,46,48,50
135,05049,201,21,21,20,18,16,13,11
136,05051,2037,96,99,98,95,92,87,82
137,05053,278,3,2,2,1,1,1,1
138,05055,960,55,56,54,52,49,46,43
