,State,292,297,304,311,318,325,332,339
0,Washington,2460,36,40,39,37,35,34,32
1,Illinois,10563,426,478,521,562,598,626,646
2,California,18021,175,159,129,105,83,66,52
3,Arizona,6164,52,33,29,23,20,17,13
4,Massachusetts,10163,175,177,167,152,133,112,91
5,Wisconsin,2595,156,172,175,176,176,174,172
6,Texas,19217,379,361,324,291,260,233,208
7,Nebraska,710,54,72,82,91,98,104,107
8,Utah,661,21,22,21,19,17,16,14
9,Oregon,734,24,26,26,26,25,25,25
10,Florida,17179,320,314,279,248,219,195,171
11,New York,33923,194,200,184,162,137,110,86
12,Rhode Island,1233,34,42,45,46,46,45,41
13,Georgia,8677,136,143,127,115,102,90,80
14,New Hampshire,489,13,15,16,16,15,13,12
15,North Carolina,4615,149,167,164,160,156,150,146
16,New Jersey,16440,171,225,255,284,308,324,331
17,Colorado,2408,210,407,725,1176,1596,1781,1699
18,Maryland,4221,58,51,46,42,35,31,25
19,Nevada,1852,32,32,30,27,25,22,19
20,Tennessee,3610,154,170,165,159,154,146,140
21,Hawaii,221,12,11,11,10,8,8,8
22,Indiana,4664,352,515,753,1086,1467,1783,1909
23,Kentucky,1576,81,92,94,95,96,96,97
24,Minnesota,2729,191,215,250,286,325,363,397
25,Oklahoma,1444,83,86,87,84,83,80,77
26,Pennsylvania,9008,183,212,212,209,200,189,173
27,South Carolina,4041,92,76,69,62,56,49,45
28,District of Columbia,655,4,4,3,2,2,1,1
29,Kansas,1181,80,87,84,78,72,67,61
30,Missouri,3165,148,168,168,165,163,158,154
31,Vermont,59,1,2,1,1,2,1,1
32,Virginia,3713,73,71,59,49,39,30,22
33,Connecticut,4698,90,120,134,144,148,146,137
34,Iowa,1872,111,134,142,147,148,148,145
35,Louisiana,6048,60,42,36,31,26,23,19
36,Ohio,5524,149,158,157,153,150,146,142
37,Michigan,8008,294,438,564,710,865,1012,1129
38,South Dakota,537,76,77,74,70,61,53,43
39,Arkansas,2108,135,137,135,133,130,126,122
40,Delaware,719,13,13,13,12,11,10,8
41,Mississippi,3443,64,57,51,46,41,37,32
42,New Mexico,1130,41,31,31,29,29,28,26
43,North Dakota,644,100,108,106,99,85,71,56
44,Wyoming,114,13,16,19,19,22,22,24
45,Alaska,84,6,8,8,7,8,8,7
46,Maine,153,6,6,7,9,9,9,10
47,Alabama,3084,55,57,52,47,43,39,35
48,Idaho,698,32,33,31,30,28,26,24
49,Montana,457,67,68,73,75,77,77,76
50,Puerto Rico,882,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,530,32,37,39,39,40,40,41
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
