,State,327,332,339,346,353,360,367
0,Washington,2918,198,231,262,287,303,304
1,Illinois,15454,946,876,772,648,521,402
2,California,21144,503,574,635,676,690,678
3,Arizona,7358,101,118,135,151,161,166
4,Massachusetts,11388,363,399,421,428,419,396
5,Wisconsin,4352,165,123,87,58,38,23
6,Texas,24440,1235,1307,1346,1343,1295,1206
7,Nebraska,1418,143,143,139,130,118,105
8,Utah,1062,84,80,72,62,50,41
9,Oregon,1161,133,143,148,143,129,111
10,Florida,20003,495,531,571,607,640,660
11,New York,35702,586,707,819,905,946,932
12,Rhode Island,1555,80,82,80,76,68,59
13,Georgia,10104,483,510,525,523,508,477
14,New Hampshire,604,44,51,57,60,58,54
15,North Carolina,5855,352,388,427,461,493,514
16,New Jersey,17775,293,315,328,326,312,285
17,Colorado,3969,309,289,257,215,171,131
18,Maryland,5142,266,297,316,319,304,273
19,Nevada,2548,173,183,185,177,162,143
20,Tennessee,5541,488,515,527,522,503,470
21,Hawaii,274,8,8,7,6,6,5
22,Indiana,6840,536,498,431,350,266,191
23,Kentucky,2224,149,138,122,102,82,61
24,Minnesota,4521,438,434,411,373,326,273
25,Oklahoma,2072,226,272,317,352,372,371
26,Pennsylvania,12552,1205,1453,1683,1860,1951,1940
27,South Carolina,4751,168,184,197,204,203,194
28,District of Columbia,716,5,5,5,6,5,5
29,Kansas,2109,254,278,295,306,306,299
30,Missouri,4613,381,405,421,431,432,426
31,Vermont,96,10,13,18,24,30,38
32,Virginia,4414,137,143,149,149,147,142
33,Connecticut,5444,141,123,101,75,53,35
34,Iowa,3269,213,200,181,157,132,106
35,Louisiana,6845,255,299,341,374,395,397
36,Ohio,7551,554,631,693,730,736,715
37,Michigan,11289,781,764,710,624,526,423
38,South Dakota,1259,135,130,123,114,104,94
39,Arkansas,2990,195,205,211,213,213,209
40,Delaware,816,27,31,35,39,42,42
41,Mississippi,4204,139,145,152,156,157,155
42,New Mexico,1978,189,178,158,134,107,83
43,North Dakota,1157,50,36,23,15,9,5
44,Wyoming,321,54,55,55,53,50,46
45,Alaska,176,18,17,17,16,13,12
46,Maine,259,22,24,24,22,21,17
47,Alabama,4102,306,348,385,415,431,431
48,Idaho,1194,91,84,77,66,55,44
49,Montana,818,54,42,32,22,15,10
50,Puerto Rico,1282,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,23,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,119,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,978,143,170,196,222,244,261
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
