,Region,648,654,661,668,675
0,Belgium,,191,296,436,553
1,Bulgaria,,1212,1556,1944,2259
2,Czechia,,193,358,629,957
3,Denmark,,22,33,48,64
4,Germany,,846,1100,1264,1352
5,Estonia,,58,72,86,98
6,Ireland,,63,70,76,81
7,Greece,,270,303,356,422
8,Spain,,143,141,147,156
9,France,,142,148,159,175
10,Croatia,,230,337,485,626
11,Italy,,233,255,302,361
12,Cyprus,,5,5,6,7
13,Latvia,,239,278,303,311
14,Lithuania,,291,328,358,379
15,Luxembourg,,3,4,5,6
16,Hungary,,388,722,1279,1948
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,100,138,184,218
19,Austria,,114,152,201,244
20,Poland,,919,1583,2653,4111
21,Portugal,,35,35,35,35
22,Romania,,3741,3873,3812,3615
23,Slovenia,,65,92,126,159
24,Slovakia,,183,249,335,441
25,Finland,,22,23,23,24
26,Sweden,,39,47,63,86
27,United Kingdom,,1080,1125,1144,1134
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,9,12,16,20
31,Switzerland,,36,42,51,65
