,Region,613,619,626,633,640
0,Belgium,,55,55,55,55
1,Bulgaria,,552,569,575,573
2,Czechia,,22,26,29,33
3,Denmark,,13,11,10,9
4,Germany,,342,325,304,280
5,Estonia,,19,20,21,21
6,Ireland,,30,29,28,26
7,Greece,,275,254,240,238
8,Spain,,272,207,157,118
9,France,,275,214,162,119
10,Croatia,,121,154,196,245
11,Italy,,366,330,287,244
12,Cyprus,,8,6,4,3
13,Latvia,,56,74,95,121
14,Lithuania,,144,179,219,264
15,Luxembourg,,2,2,2,2
16,Hungary,,58,81,112,154
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,34,31,27,24
19,Austria,,74,74,69,61
20,Poland,,107,145,198,271
21,Portugal,,41,33,25,18
22,Romania,,1260,2021,3216,5058
23,Slovenia,,41,44,45,42
24,Slovakia,,41,71,120,203
25,Finland,,10,8,7,6
26,Sweden,,15,13,11,9
27,United Kingdom,,969,926,862,784
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,10,8,7,6
31,Switzerland,,41,36,30,24
