,Region,620,626,633,640,647
0,Belgium,,53,52,51,49
1,Bulgaria,,618,718,866,1065
2,Czechia,,30,37,45,54
3,Denmark,,12,12,12,12
4,Germany,,409,417,422,426
5,Estonia,,23,27,30,34
6,Ireland,,28,27,26,24
7,Greece,,217,203,195,191
8,Spain,,218,168,129,99
9,France,,203,156,116,85
10,Croatia,,118,133,145,156
11,Italy,,323,283,241,201
12,Cyprus,,5,4,4,3
13,Latvia,,72,93,118,147
14,Lithuania,,183,224,268,314
15,Luxembourg,,0,0,0,0
16,Hungary,,63,77,93,110
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,31,27,24,20
19,Austria,,72,70,66,60
20,Poland,,148,198,264,350
21,Portugal,,30,24,19,14
22,Romania,,1963,3116,4880,7493
23,Slovenia,,46,47,46,42
24,Slovakia,,70,98,132,175
25,Finland,,10,10,11,11
26,Sweden,,49,42,34,27
27,United Kingdom,,909,863,803,732
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,10,8,7,7
31,Switzerland,,40,34,27,21
