,Region,557,563,570,577,584
0,Belgium,,21,23,25,26
1,Bulgaria,,41,64,101,162
2,Czechia,,15,14,13,11
3,Denmark,,5,5,5,4
4,Germany,,229,309,412,535
5,Estonia,,1,2,4,7
6,Ireland,,16,19,21,22
7,Greece,,91,98,101,100
8,Spain,,261,286,291,278
9,France,,407,531,603,627
10,Croatia,,15,19,25,33
11,Italy,,226,338,485,672
12,Cyprus,,17,16,14,13
13,Latvia,,6,8,13,20
14,Lithuania,,14,31,67,140
15,Luxembourg,,1,1,1,1
16,Hungary,,8,11,15,21
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,28,22,16,10
19,Austria,,9,11,14,16
20,Poland,,32,37,45,53
21,Portugal,,79,75,66,55
22,Romania,,34,62,119,235
23,Slovenia,,2,3,3,4
24,Slovakia,,9,12,19,29
25,Finland,,5,7,9,11
26,Sweden,,5,8,14,21
27,United Kingdom,,490,412,315,227
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,1,2,3,5
31,Switzerland,,4,5,6,7
