,Region,683,689,696,703,710
0,Belgium,,452,531,591,619
1,Bulgaria,,594,475,374,289
2,Czechia,,1058,1142,1168,1140
3,Denmark,,90,102,111,117
4,Germany,,2325,2473,2559,2586
5,Estonia,,48,40,33,27
6,Ireland,,83,88,91,89
7,Greece,,679,660,623,573
8,Spain,,321,475,701,1021
9,France,,977,1420,1978,2633
10,Croatia,,435,403,362,317
11,Italy,,747,946,1158,1325
12,Cyprus,,6,8,10,13
13,Latvia,,148,121,95,71
14,Lithuania,,135,116,98,82
15,Luxembourg,,12,14,16,17
16,Hungary,,1517,1652,1742,1785
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,436,456,447,416
19,Austria,,480,456,397,324
20,Poland,,3290,3848,4427,5016
21,Portugal,,151,195,246,309
22,Romania,,648,430,280,179
23,Slovenia,,108,92,76,62
24,Slovakia,,604,663,694,695
25,Finland,,47,55,63,73
26,Sweden,,51,71,104,150
27,United Kingdom,,768,691,619,556
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,90,110,126,132
31,Switzerland,,172,232,303,378
