,Region,564,570,577,584,591
0,Belgium,,23,25,25,26
1,Bulgaria,,87,177,361,727
2,Czechia,,10,9,8,7
3,Denmark,,4,4,4,4
4,Germany,,183,231,292,363
5,Estonia,,5,8,13,20
6,Ireland,,13,14,14,14
7,Greece,,99,106,110,110
8,Spain,,427,433,412,370
9,France,,394,478,525,534
10,Croatia,,17,20,23,27
11,Italy,,211,278,355,436
12,Cyprus,,16,13,10,7
13,Latvia,,5,5,6,8
14,Lithuania,,12,17,23,30
15,Luxembourg,,1,1,1,1
16,Hungary,,7,7,7,7
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,30,25,19,14
19,Austria,,12,14,16,19
20,Poland,,18,19,22,25
21,Portugal,,94,89,79,67
22,Romania,,26,44,79,147
23,Slovenia,,2,2,3,3
24,Slovakia,,6,6,6,6
25,Finland,,5,6,7,8
26,Sweden,,4,6,8,11
27,United Kingdom,,562,500,418,333
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,4,5,9,14
31,Switzerland,,5,7,8,9
