,Region,634,640,647,654,661
0,Belgium,,68,69,70,70
1,Bulgaria,,763,895,1054,1236
2,Czechia,,46,64,91,131
3,Denmark,,13,14,16,19
4,Germany,,440,455,469,480
5,Estonia,,36,44,51,58
6,Ireland,,33,37,44,52
7,Greece,,198,197,202,210
8,Spain,,137,104,80,60
9,France,,144,132,129,134
10,Croatia,,124,133,140,146
11,Italy,,231,202,176,152
12,Cyprus,,3,3,3,4
13,Latvia,,130,183,251,327
14,Lithuania,,248,292,335,373
15,Luxembourg,,1,1,2,2
16,Hungary,,108,142,189,253
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,32,40,54,75
19,Austria,,74,76,78,80
20,Poland,,337,469,652,904
21,Portugal,,29,26,24,23
22,Romania,,3405,4298,5164,5984
23,Slovenia,,39,40,42,43
24,Slovakia,,139,181,233,297
25,Finland,,18,19,20,21
26,Sweden,,38,36,34,34
27,United Kingdom,,804,833,859,874
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,8,7,5,4
31,Switzerland,,30,26,22,18
