,Region,655,661,668,675,682
0,Belgium,,204,248,288,322
1,Bulgaria,,1319,1411,1425,1376
2,Czechia,,387,662,1079,1566
3,Denmark,,26,37,50,64
4,Germany,,1056,1362,1588,1693
5,Estonia,,83,95,105,110
6,Ireland,,86,110,142,180
7,Greece,,340,420,543,703
8,Spain,,146,146,150,156
9,France,,183,199,221,247
10,Croatia,,315,437,591,738
11,Italy,,277,317,376,443
12,Cyprus,,6,6,7,8
13,Latvia,,273,278,264,237
14,Lithuania,,293,317,331,336
15,Luxembourg,,4,5,6,7
16,Hungary,,720,1186,1885,2716
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,172,238,317,380
19,Austria,,177,254,354,446
20,Poland,,1266,2004,3004,4258
21,Portugal,,37,38,39,41
22,Romania,,3380,3104,2692,2237
23,Slovenia,,97,128,164,195
24,Slovakia,,224,302,399,515
25,Finland,,26,27,27,27
26,Sweden,,35,37,38,38
27,United Kingdom,,1184,1200,1186,1145
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,16,22,30,38
31,Switzerland,,45,55,71,90
