,Region,669,675,682,689,696
0,Belgium,,331,410,468,483
1,Bulgaria,,1127,1023,887,743
2,Czechia,,942,1382,1851,2230
3,Denmark,,56,75,93,105
4,Germany,,1945,2262,2378,2379
5,Estonia,,74,63,50,38
6,Ireland,,86,102,116,127
7,Greece,,690,857,978,1028
8,Spain,,203,283,413,613
9,France,,392,585,830,1067
10,Croatia,,523,567,575,553
11,Italy,,493,621,764,881
12,Cyprus,,9,13,20,33
13,Latvia,,220,185,148,113
14,Lithuania,,223,207,184,160
15,Luxembourg,,9,10,12,14
16,Hungary,,1622,2393,3244,3976
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,343,452,529,539
19,Austria,,421,565,676,709
20,Poland,,2674,3909,5290,6511
21,Portugal,,73,101,145,211
22,Romania,,1435,1010,689,458
23,Slovenia,,148,166,175,177
24,Slovakia,,442,546,648,737
25,Finland,,40,53,76,112
26,Sweden,,31,31,31,32
27,United Kingdom,,1065,1095,1162,1248
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,55,70,84,92
31,Switzerland,,85,118,161,216
