,Region,599,605,612,619,626
0,Belgium,,44,44,42,39
1,Bulgaria,,524,572,598,607
2,Czechia,,12,14,17,20
3,Denmark,,14,13,11,9
4,Germany,,263,277,285,287
5,Estonia,,13,14,15,16
6,Ireland,,27,25,22,19
7,Greece,,278,271,257,240
8,Spain,,454,339,242,167
9,France,,471,402,329,260
10,Croatia,,67,86,110,139
11,Italy,,431,428,413,388
12,Cyprus,,12,10,8,6
13,Latvia,,21,29,39,51
14,Lithuania,,81,88,92,94
15,Luxembourg,,2,2,2,2
16,Hungary,,25,36,52,75
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,33,31,28,25
19,Austria,,38,47,56,66
20,Poland,,53,72,100,140
21,Portugal,,63,54,45,36
22,Romania,,429,671,1047,1627
23,Slovenia,,19,27,36,48
24,Slovakia,,11,19,36,67
25,Finland,,10,9,8,7
26,Sweden,,15,16,16,16
27,United Kingdom,,895,907,898,864
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,9,11,13,14
31,Switzerland,,56,60,62,63
