,Region,606,612,619,626,633
0,Belgium,,47,45,42,39
1,Bulgaria,,569,601,618,623
2,Czechia,,13,17,22,28
3,Denmark,,12,10,7,5
4,Germany,,293,290,281,267
5,Estonia,,15,16,17,18
6,Ireland,,28,25,21,18
7,Greece,,294,275,251,224
8,Spain,,352,262,189,131
9,France,,324,264,208,158
10,Croatia,,92,118,149,186
11,Italy,,416,387,348,303
12,Cyprus,,8,6,5,4
13,Latvia,,39,53,70,91
14,Lithuania,,116,143,179,220
15,Luxembourg,,2,2,2,2
16,Hungary,,43,61,87,122
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,34,31,28,25
19,Austria,,67,80,93,108
20,Poland,,79,109,152,213
21,Portugal,,50,41,32,24
22,Romania,,746,1197,1910,3028
23,Slovenia,,31,42,56,73
24,Slovakia,,19,33,59,104
25,Finland,,10,9,8,6
26,Sweden,,11,11,11,10
27,United Kingdom,,953,938,899,839
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,12,12,11,9
31,Switzerland,,53,54,53,51
