,Region,641,647,654,661,668
0,Belgium,,109,153,216,277
1,Bulgaria,,982,1250,1595,1983
2,Czechia,,91,174,347,641
3,Denmark,,16,21,29,39
4,Germany,,766,1184,1760,2119
5,Estonia,,46,54,62,69
6,Ireland,,46,54,63,74
7,Greece,,217,229,262,319
8,Spain,,144,142,160,193
9,France,,132,130,136,148
10,Croatia,,158,218,321,461
11,Italy,,207,210,248,332
12,Cyprus,,5,5,6,7
13,Latvia,,181,245,317,386
14,Lithuania,,272,313,349,377
15,Luxembourg,,3,3,4,6
16,Hungary,,204,373,724,1321
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,50,68,93,128
19,Austria,,91,117,158,212
20,Poland,,569,1033,1935,3480
21,Portugal,,36,34,32,31
22,Romania,,3785,4396,4896,5286
23,Slovenia,,45,64,98,143
24,Slovakia,,187,244,315,402
25,Finland,,22,22,23,24
26,Sweden,,35,34,33,31
27,United Kingdom,,957,1024,1075,1102
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,8,9,11,15
31,Switzerland,,25,26,30,36
