,State,606,612,619,626,633
0,Washington,NaN,194,208,189,172
1,Illinois,NaN,229,249,234,226
2,California,NaN,794,752,684,624
3,Arizona,NaN,307,229,223,216
4,Massachusetts,NaN,94,103,96,90
5,Wisconsin,NaN,126,142,134,126
6,Texas,NaN,1475,1274,1171,1078
7,Nebraska,NaN,34,38,36,35
8,Utah,NaN,57,62,59,57
9,Oregon,NaN,113,118,103,89
10,Florida,NaN,1183,1293,1167,1045
11,New York,NaN,318,328,292,253
12,Rhode Island,NaN,16,18,16,15
13,Georgia,NaN,462,467,398,343
14,New Hampshire,NaN,16,18,16,15
15,North Carolina,NaN,395,425,390,361
16,New Jersey,NaN,158,169,168,165
17,Colorado,NaN,106,117,111,105
18,Maryland,NaN,71,67,64,60
19,Nevada,NaN,76,84,80,77
20,Tennessee,NaN,448,497,483,479
21,Hawaii,NaN,39,34,32,29
22,Indiana,NaN,229,249,232,220
23,Kentucky,NaN,193,205,183,163
24,Minnesota,NaN,101,113,106,101
25,Oklahoma,NaN,158,176,171,171
26,Pennsylvania,NaN,296,311,290,262
27,South Carolina,NaN,267,296,283,278
28,District of Columbia,NaN,9,10,9,8
29,Kansas,NaN,88,97,90,84
30,Missouri,NaN,199,219,222,226
31,Vermont,NaN,8,8,8,8
32,Virginia,NaN,191,212,200,192
33,Connecticut,NaN,37,42,40,38
34,Iowa,NaN,97,122,119,110
35,Louisiana,NaN,163,165,145,130
36,Ohio,NaN,418,486,455,411
37,Michigan,NaN,154,174,164,155
38,South Dakota,NaN,21,23,22,21
39,Arkansas,NaN,137,129,122,114
40,Delaware,NaN,29,26,24,23
41,Mississippi,NaN,133,143,135,130
42,New Mexico,NaN,38,40,36,34
43,North Dakota,NaN,25,31,33,35
44,Wyoming,NaN,23,26,25,24
45,Alaska,NaN,20,23,23,23
46,Maine,NaN,20,24,25,24
47,Alabama,NaN,399,261,236,211
48,Idaho,NaN,73,59,58,57
49,Montana,NaN,39,45,43,41
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,104,129,132,133
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
