,County,250,255,262,269,276,283,290,297,304
0,01001,1785,,,,,,,,NaN
1,01003,5588,,,,,,,,NaN
2,01005,886,,,,,,,,NaN
3,01007,657,,,,,,,,NaN
4,01009,1618,,,,,,,,NaN
5,01011,607,,,,,,,,NaN
6,01013,914,,,,,,,,NaN
7,01015,3548,,,,,,,,NaN
8,01017,1172,,,,,,,,NaN
9,01019,614,,,,,,,,NaN
10,01021,1593,,,,,,,,NaN
11,01023,351,,,,,,,,NaN
12,01025,1104,,,,,,,,NaN
13,01027,592,,,,,,,,NaN
14,01029,389,,,,,,,,NaN
15,01031,1365,,,,,,,,NaN
16,01033,1675,,,,,,,,NaN
17,01035,537,0,0,0,0,0,0,0,0
18,01037,172,1,1,0,0,0,0,0,0
19,01039,1403,0,0,0,0,0,0,0,0
20,01041,542,0,0,0,0,0,0,0,0
21,01043,1911,51,40,31,24,18,13,10,7
22,01045,1399,0,0,0,0,0,0,0,0
23,01047,1793,0,0,0,0,0,0,0,0
24,01049,2435,5,3,2,1,1,0,0,0
25,01051,2691,6,4,3,2,1,1,0,0
26,01053,1614,0,0,0,0,0,0,0,0
27,01055,3540,8,5,3,2,1,1,0,0
28,01057,467,0,0,0,0,0,0,0,0
29,01059,1790,4,3,2,1,0,0,0,0
30,01061,638,0,0,0,0,0,0,0,0
31,01063,303,0,0,0,0,0,0,0,0
32,01065,649,0,0,0,0,0,0,0,0
33,01067,508,0,0,0,0,0,0,0,0
34,01069,2935,7,5,3,2,2,1,1,0
35,01071,1589,0,0,0,0,0,0,0,0
36,01073,19833,116,76,49,32,20,13,8,5
37,01075,377,1,0,0,0,0,0,0,0
38,01077,1740,55,49,43,37,32,27,22,19
39,01079,628,20,15,11,8,6,4,3,2
40,01081,5945,2,1,1,0,0,0,0,0
41,01083,2135,53,41,32,24,18,13,10,7
42,01085,657,0,0,0,0,0,0,0,0
43,01087,483,0,0,0,0,0,0,0,0
44,01089,7978,202,176,150,126,104,86,70,56
45,01091,726,0,0,0,0,0,0,0,0
46,01093,971,0,0,0,0,0,0,0,0
47,01095,3967,6,4,3,2,1,1,0,0
48,01097,13471,111,88,67,51,38,29,22,16
49,01099,590,0,0,0,0,0,0,0,0
50,01101,8865,19,13,9,6,4,3,2,1
51,01103,3327,47,38,30,24,18,14,11,9
52,01105,542,0,0,0,0,0,0,0,0
53,01107,668,0,0,0,0,0,0,0,0
54,01109,1205,0,0,0,0,0,0,0,0
55,01111,660,1,0,0,0,0,0,0,0
56,01113,1765,0,0,0,0,0,0,0,0
57,01115,2340,33,22,15,10,6,4,2,1
58,01117,6043,82,57,39,27,18,12,8,5
59,01119,438,0,0,0,0,0,0,0,0
60,01121,2177,0,0,0,0,0,0,0,0
61,01123,1166,1,1,0,0,0,0,0,0
62,01125,8744,609,567,505,436,367,302,244,194
63,01127,2330,1,1,0,0,0,0,0,0
64,01129,561,0,0,0,0,0,0,0,0
65,01131,532,0,0,0,0,0,0,0,0
66,01133,745,1,0,0,0,0,0,0,0
67,02013,3,,,,,,,,NaN
68,02016,8,,,,,,,,NaN
69,02020,4279,280,272,252,225,196,166,138,113
70,02050,112,0,0,0,0,0,0,0,0
71,02060,10,,,,,,,,NaN
72,02068,7,,,,,,,,NaN
73,02070,9,,,,,,,,NaN
74,02090,1109,100,99,92,82,70,57,46,36
75,02100,5,,,,,,,,NaN
76,02105,0,,,,,,,,NaN
77,02110,290,33,39,45,49,51,50,47,42
78,02122,449,19,19,19,19,18,17,16,15
79,02130,49,,,,,,,,NaN
80,02150,22,,,,,,,,NaN
81,02158,14,,,,,,,,NaN
82,02164,0,,,,,,,,NaN
83,02170,603,49,55,60,63,65,65,64,60
84,02180,71,,,,,,,,NaN
85,02185,122,0,0,0,0,0,0,0,0
86,02188,108,0,0,0,0,0,0,0,0
87,02195,7,,,,,,,,NaN
88,02198,31,,,,,,,,NaN
89,02220,48,,,,,,,,NaN
90,02230,0,,,,,,,,NaN
91,02240,27,,,,,,,,NaN
92,02261,76,,,,,,,,NaN
93,02275,13,,,,,,,,NaN
94,02282,24,,,,,,,,NaN
95,02290,81,,,,,,,,NaN
96,04001,3527,0,0,0,0,0,0,0,0
97,04003,1903,5,4,4,3,2,2,2,1
98,04005,4098,54,51,47,43,40,36,33,30
99,04007,1303,0,0,0,0,0,0,0,0
100,04009,821,0,0,0,0,0,0,0,0
101,04011,59,,,,,,,,NaN
102,04012,544,0,0,0,0,0,0,0,0
103,04013,141377,287,212,155,112,82,59,43,31
104,04015,3985,47,41,36,31,26,22,19,16
105,04017,5786,1,1,0,0,0,0,0,0
106,04019,25445,934,866,785,700,615,533,456,387
107,04021,10571,91,73,58,46,36,28,22,17
108,04023,2843,0,0,0,0,0,0,0,0
109,04025,2532,54,48,41,36,30,26,22,18
110,04027,12715,1,0,0,0,0,0,0,0
111,05001,413,21,18,15,12,10,8,6,5
112,05003,434,0,0,0,0,0,0,0,0
113,05005,351,43,46,48,47,44,40,36,31
114,05007,6585,64,51,40,31,24,19,14,11
115,05009,726,38,37,34,30,27,23,19,16
116,05011,342,0,0,0,0,0,0,0,0
117,05013,36,,,,,,,,NaN
118,05015,672,44,40,36,30,25,21,17,13
119,05017,1006,0,0,0,0,0,0,0,0
120,05019,346,9,9,8,8,7,6,6,5
121,05021,298,16,12,9,7,5,4,3,2
122,05023,331,16,14,13,12,10,9,8,6
123,05025,185,0,0,0,0,0,0,0,0
124,05027,469,26,23,20,17,14,11,9,7
125,05029,267,16,15,14,13,11,10,8,7
126,05031,2986,251,228,198,165,134,106,83,63
127,05033,1415,113,105,93,79,65,52,41,32
128,05035,1948,1,0,0,0,0,0,0,0
129,05037,440,0,0,0,0,0,0,0,0
130,05039,163,0,0,0,0,0,0,0,0
131,05041,297,0,0,0,0,0,0,0,0
132,05043,357,0,0,0,0,0,0,0,0
133,05045,2502,179,163,143,122,101,82,65,51
134,05047,282,17,14,11,9,7,5,4,3
135,05049,162,11,10,8,7,6,5,4,3
136,05051,1918,97,86,74,63,52,42,34,27
137,05053,269,17,15,13,10,8,7,5,4
138,05055,883,41,33,26,20,16,12,9,6
139,05057,371,0,0,0,0,0,0,0,0
140,05059,1913,1,1,0,0,0,0,0,0
141,05061,472,0,0,0,0,0,0,0,0
142,05063,1103,0,0,0,0,0,0,0,0
143,05065,244,2,1,1,1,0,0,0,0
144,05067,327,0,0,0,0,0,0,0,0
145,05069,3350,241,204,168,135,106,82,63,47
146,05071,853,0,0,0,0,0,0,0,0
147,05073,114,4,4,3,2,2,1,1,1
148,05075,442,26,19,14,10,7,5,3,2
149,05077,1062,0,0,0,0,0,0,0,0
150,05079,2019,0,0,0,0,0,0,0,0
151,05081,358,0,0,0,0,0,0,0,0
152,05083,411,0,0,0,0,0,0,0,0
153,05085,1193,106,94,81,66,53,41,31,24
154,05087,355,0,0,0,0,0,0,0,0
155,05089,99,,,,,,,,NaN
156,05091,833,22,16,12,9,6,5,3,2
157,05093,1689,1,0,0,0,0,0,0,0
158,05095,134,4,3,3,2,2,1,1,1
159,05097,154,7,5,3,2,2,1,1,0
160,05099,221,0,0,0,0,0,0,0,0
161,05101,242,0,0,0,0,0,0,0,0
162,05103,263,4,3,2,2,1,1,1,0
163,05105,88,,,,,,,,NaN
164,05107,495,15,13,11,9,7,6,5,4
165,05109,230,0,0,0,0,0,0,0,0
166,05111,660,0,0,0,0,0,0,0,0
167,05113,266,4,3,2,2,1,1,0,0
168,05115,2140,1,0,0,0,0,0,0,0
169,05117,150,4,4,3,2,2,1,1,1
170,05119,9351,490,442,389,334,282,234,191,155
171,05121,421,16,12,8,6,4,3,2,1
172,05123,1512,0,0,0,0,0,0,0,0
173,05125,2089,101,86,71,57,46,36,28,21
174,05127,101,3,2,2,2,2,1,1,1
175,05129,142,0,0,0,0,0,0,0,0
176,05131,3738,2,1,1,0,0,0,0,0
177,05133,1203,1,0,0,0,0,0,0,0
178,05135,223,16,14,12,10,8,7,5,4
179,05137,352,0,0,0,0,0,0,0,0
180,05139,894,0,0,0,0,0,0,0,0
181,05141,174,16,17,18,18,17,16,14,12
182,05143,9457,42,30,22,15,11,8,5,4
183,05145,849,102,105,104,98,88,77,65,54
184,05147,53,,,,,,,,NaN
185,05149,1256,0,0,0,0,0,0,0,0
186,06001,21240,82,57,40,27,19,13,9,6
187,06003,2,,,,,,,,NaN
188,06005,296,8,8,7,7,7,6,6,6
189,06007,2833,221,226,225,217,205,189,170,151
190,06009,317,26,25,25,24,22,21,19,17
191,06011,531,0,0,0,0,0,0,0,0
192,06013,16640,440,373,308,250,201,160,127,100
193,06015,139,6,6,7,7,7,7,7,6
194,06017,1130,46,47,47,45,43,41,38,34
195,06019,28441,96,71,51,37,26,19,13,9
196,06021,578,0,0,0,0,0,0,0,0
