,State,446,451,458,465,472
0,Washington,5329,922,1070,1064,1058
1,Illinois,23809,2821,3283,3269,3252
2,California,60495,2831,3176,3064,2968
3,Arizona,17086,440,500,485,475
4,Massachusetts,17406,2959,3427,3404,3386
5,Wisconsin,7383,484,560,554,548
6,Texas,49231,1518,1670,1577,1514
7,Nebraska,2221,80,91,88,85
8,Utah,2159,78,86,82,78
9,Oregon,2441,175,201,198,195
10,Florida,34056,1754,2003,1964,1917
11,New York,51204,43451,50589,50468,50373
12,Rhode Island,2638,332,385,384,383
13,Georgia,19523,1539,1754,1720,1682
14,New Hampshire,1257,105,122,120,119
15,North Carolina,12290,394,442,428,415
16,New Jersey,24896,10996,12801,12776,12750
17,Colorado,6157,924,1077,1073,1069
18,Maryland,8470,1073,1249,1243,1233
19,Nevada,5332,369,428,421,417
20,Tennessee,12015,379,432,423,414
21,Hawaii,471,38,45,46,47
22,Indiana,13151,1342,1560,1550,1543
23,Kentucky,6257,474,524,500,478
24,Minnesota,7037,372,426,414,403
25,Oklahoma,6669,682,773,723,654
26,Pennsylvania,25397,2366,2732,2701,2673
27,South Carolina,9276,310,349,338,328
28,District of Columbia,1084,177,208,209,211
29,Kansas,4887,239,276,272,270
30,Missouri,8887,589,681,676,672
31,Vermont,233,34,39,38,37
32,Virginia,10486,632,708,686,671
33,Connecticut,7957,1995,2321,2316,2312
34,Iowa,5857,149,165,159,153
35,Louisiana,10241,2423,2816,2806,2797
36,Ohio,18917,993,1155,1152,1150
37,Michigan,17576,5619,6550,6506,6476
38,South Dakota,1947,27,31,30,30
39,Arkansas,5665,89,98,92,88
40,Delaware,1581,180,208,204,202
41,Mississippi,7096,380,437,431,426
42,New Mexico,3979,61,67,64,61
43,North Dakota,1502,26,31,30,30
44,Wyoming,701,0,0,0,0
45,Alaska,314,19,21,21,21
46,Maine,751,58,67,66,66
47,Alabama,10712,325,369,361,353
48,Idaho,1996,103,117,114,111
49,Montana,1524,35,40,33,26
50,Puerto Rico,2162,NaN,NaN,NaN,NaN
51,Virgin Islands,26,NaN,NaN,NaN,NaN
52,Guam,136,NaN,NaN,NaN,NaN
53,West Virginia,2745,70,78,72,65
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
