,Region,725,731,738,745,752
0,Belgium,,203000,225000,236000,239000
1,Bulgaria,,53500,63600,72100,78800
2,Czechia,,80900,102000,122000,137000
3,Denmark,,150000,151000,153000,150000
4,Germany,,569000,669000,749000,822000
5,Estonia,,17400,21600,25900,29600
6,Ireland,,151000,149000,152000,145000
7,Greece,,161000,146000,138000,131000
8,Spain,,1060000,1110000,1190000,1220000
9,France,,2430000,2710000,2940000,3000000
10,Croatia,,66500,81200,95200,106000
11,Italy,,1520000,1690000,1780000,1890000
12,Cyprus,,26800,25800,25400,24300
13,Latvia,,19400,25000,30500,36800
14,Lithuania,,31300,37400,42300,47000
15,Luxembourg,,12200,13100,13200,12700
16,Hungary,,57000,74200,93700,112000
17,Malta,,2950,2410,2080,1880
18,Netherlands,,265000,288000,303000,299000
19,Austria,,171000,254000,345000,408000
20,Poland,,107000,123000,139000,152000
21,Portugal,,277000,299000,315000,330000
22,Romania,,112000,184000,279000,398000
23,Slovenia,,50800,64900,78000,88800
24,Slovakia,,18300,17500,17000,16600
25,Finland,,73200,86100,98100,109000
26,Sweden,,130000,139000,144000,144000
27,United Kingdom,,1060000,981000,949000,922000
28,Iceland,,9800,10100,9760,9300
29,Liechtenstein,,468,461,442,412
30,Norway,,83900,97400,109000,118000
31,Switzerland,,212000,234000,243000,254000
