,Region,739,745,752,759,766
0,Belgium,,435000,494000,552000,585000
1,Bulgaria,,70100,73900,76600,80300
2,Czechia,,373000,521000,684000,832000
3,Denmark,,350000,379000,417000,448000
4,Germany,,1400000,1750000,2150000,2480000
5,Estonia,,57900,83300,111000,148000
6,Ireland,,21200,17200,14900,13300
7,Greece,,123000,120000,117000,115000
8,Spain,,783000,745000,744000,713000
9,France,,2550000,2570000,2510000,2520000
10,Croatia,,62100,63000,63900,62900
11,Italy,,929000,820000,750000,706000
12,Cyprus,,12200,11900,11200,10800
13,Latvia,,82100,128000,185000,265000
14,Lithuania,,91200,127000,165000,202000
15,Luxembourg,,17000,17600,18000,18100
16,Hungary,,144000,190000,230000,273000
17,Malta,,1470,1340,1280,1250
18,Netherlands,,510000,565000,607000,626000
19,Austria,,293000,361000,423000,462000
20,Poland,,532000,829000,1240000,1790000
21,Portugal,,452000,504000,545000,582000
22,Romania,,267000,372000,501000,643000
23,Slovenia,,133000,174000,220000,258000
24,Slovakia,,188000,356000,610000,953000
25,Finland,,25600,20500,17100,15500
26,Sweden,,308000,351000,380000,391000
27,United Kingdom,,567000,542000,535000,530000
28,Iceland,,9900,9720,9930,9860
29,Liechtenstein,,822,836,836,816
30,Norway,,178000,206000,232000,255000
31,Switzerland,,275000,298000,323000,331000
