,Region,760,766,773,780,787
0,Belgium,,61000,51000,45200,41400
1,Bulgaria,,25300,21500,18900,16900
2,Czechia,,79500,59800,48100,40400
3,Denmark,,305000,295000,285000,277000
4,Germany,,1180000,1130000,1100000,1070000
5,Estonia,,37600,36000,34400,33700
6,Ireland,,22600,20200,18900,17900
7,Greece,,126000,124000,123000,122000
8,Spain,,176000,135000,112000,98400
9,France,,393000,290000,230000,191000
10,Croatia,,18000,13700,10800,8680
11,Italy,,293000,240000,209000,190000
12,Cyprus,,15600,15100,14200,14300
13,Latvia,,73600,76500,77700,78100
14,Lithuania,,37600,29400,24700,21500
15,Luxembourg,,3150,2540,2260,2010
16,Hungary,,38900,29700,23800,19600
17,Malta,,592,512,468,440
18,Netherlands,,254000,171000,130000,104000
19,Austria,,153000,137000,125000,120000
20,Poland,,99600,70300,53500,42700
21,Portugal,,70800,50600,38200,30200
22,Romania,,76000,55200,42600,33700
23,Slovenia,,23300,17800,14900,12900
24,Slovakia,,136000,126000,119000,114000
25,Finland,,41600,39400,37600,37300
26,Sweden,,74400,65900,59300,53800
27,United Kingdom,,404000,376000,352000,332000
28,Iceland,,17000,17900,18900,19200
29,Liechtenstein,,731,682,652,618
30,Norway,,94100,82100,75300,72600
31,Switzerland,,107000,92300,83700,78500
