,Region,823,829,836,843,850
0,Belgium,,37800,33900,32400,30800
1,Bulgaria,,3360,3180,3060,2950
2,Czechia,,10600,8680,7260,6290
3,Denmark,,9800,8820,7900,7290
4,Germany,,735000,748000,770000,773000
5,Estonia,,2320,1990,1760,1630
6,Ireland,,9940,9580,9080,8690
7,Greece,,36900,31700,28900,26500
8,Spain,,60500,73200,84600,95000
9,France,,433000,335000,286000,245000
10,Croatia,,3430,3110,2780,2680
11,Italy,,418000,418000,421000,421000
12,Cyprus,,4660,3860,3430,3020
13,Latvia,,3370,3040,2890,2670
14,Lithuania,,4090,3220,2590,2220
15,Luxembourg,,4270,3950,3670,3630
16,Hungary,,10700,10500,10300,9980
17,Malta,,1520,1310,1170,1090
18,Netherlands,,13300,9090,7060,5870
19,Austria,,44100,38100,34800,32800
20,Poland,,4930,4320,3900,3610
21,Portugal,,81700,95300,110000,120000
22,Romania,,4770,3620,2880,2360
23,Slovenia,,5730,4890,4220,3710
24,Slovakia,,10700,9100,8070,7330
25,Finland,,43900,49000,53300,54600
26,Sweden,,2830,2520,2200,2040
27,United Kingdom,,167000,157000,148000,141000
28,Iceland,,858,918,912,944
29,Liechtenstein,,176,152,138,123
30,Norway,,3550,3490,3550,3510
31,Switzerland,,34400,33000,30900,29700
