,Region,774,780,787,794,801
0,Belgium,,36500,33600,31300,30100
1,Bulgaria,,9240,6760,5230,4230
2,Czechia,,46300,41000,36900,34400
3,Denmark,,126000,108000,100000,91500
4,Germany,,1040000,1010000,991000,982000
5,Estonia,,22500,19800,18200,16600
6,Ireland,,23700,22100,21900,21500
7,Greece,,99300,94500,94400,92600
8,Spain,,105000,89900,80200,73000
9,France,,298000,269000,253000,247000
10,Croatia,,6510,4690,3550,2800
11,Italy,,229000,203000,190000,180000
12,Cyprus,,11700,11000,10600,9930
13,Latvia,,51100,46700,44800,42400
14,Lithuania,,26900,23100,20400,18500
15,Luxembourg,,4350,4270,4180,4150
16,Hungary,,14800,11200,8880,7400
17,Malta,,601,628,648,661
18,Netherlands,,438000,490000,506000,512000
19,Austria,,205000,201000,195000,197000
20,Poland,,64000,51600,43600,36800
21,Portugal,,67500,66600,68400,67900
22,Romania,,26500,18200,13100,9940
23,Slovenia,,8800,7500,6710,6180
24,Slovakia,,69100,56400,48300,42300
25,Finland,,32500,32600,32800,33000
26,Sweden,,13900,11800,10600,9730
27,United Kingdom,,220000,211000,207000,196000
28,Iceland,,18000,17700,16900,16200
29,Liechtenstein,,709,714,686,653
30,Norway,,71700,65600,61500,60000
31,Switzerland,,124000,135000,141000,144000
