,Region,788,794,801,808,815
0,Belgium,,75000,82300,87600,90100
1,Bulgaria,,11200,11600,11800,12000
2,Czechia,,55100,56700,57200,58300
3,Denmark,,55500,47400,42300,39500
4,Germany,,1640000,1730000,1850000,1930000
5,Estonia,,9140,7540,6430,5760
6,Ireland,,24500,23300,22400,21200
7,Greece,,165000,171000,179000,180000
8,Spain,,95200,86800,81600,79300
9,France,,688000,817000,933000,1020000
10,Croatia,,11100,11800,12300,13000
11,Italy,,647000,827000,1030000,1200000
12,Cyprus,,24400,25700,26000,25100
13,Latvia,,24600,20500,17700,15600
14,Lithuania,,29800,29300,29400,29900
15,Luxembourg,,7310,7610,7710,7880
16,Hungary,,7340,5820,4630,3950
17,Malta,,2160,2760,3150,3430
18,Netherlands,,346000,310000,295000,277000
19,Austria,,345000,367000,389000,399000
20,Poland,,72800,72000,70000,68900
21,Portugal,,92400,110000,127000,142000
22,Romania,,20600,20200,19800,19800
23,Slovenia,,21500,24600,26500,27700
24,Slovakia,,71000,69100,67000,64500
25,Finland,,66000,67600,67800,70500
26,Sweden,,7940,7120,6250,5730
27,United Kingdom,,474000,494000,488000,489000
28,Iceland,,11900,10800,9830,9660
29,Liechtenstein,,1170,1130,1080,1070
30,Norway,,20400,15900,13400,11700
31,Switzerland,,219000,232000,237000,242000
