,Region,802,808,815,822,829
0,Belgium,,68700,66700,63800,63100
1,Bulgaria,,6220,5300,4730,4320
2,Czechia,,42000,39000,35500,33500
3,Denmark,,23100,19700,17100,15000
4,Germany,,1350000,1240000,1160000,1090000
5,Estonia,,6010,5190,4560,4020
6,Ireland,,61600,62800,63600,63400
7,Greece,,150000,147000,145000,146000
8,Spain,,105000,97300,92600,89300
9,France,,1090000,1160000,1220000,1240000
10,Croatia,,8280,7710,7240,6830
11,Italy,,470000,452000,436000,422000
12,Cyprus,,33700,33600,33000,33900
13,Latvia,,9410,7060,5410,4360
14,Lithuania,,12700,10100,8410,7330
15,Luxembourg,,9160,9230,8990,8970
16,Hungary,,16700,17300,17400,17500
17,Malta,,5640,7200,8630,9950
18,Netherlands,,139000,118000,108000,100000
19,Austria,,135000,106000,87900,78300
20,Poland,,17800,11100,7120,4950
21,Portugal,,66700,63200,61300,59500
22,Romania,,17700,15000,13200,11700
23,Slovenia,,17100,16200,15700,15400
24,Slovakia,,38100,30700,25000,21700
25,Finland,,50900,48500,47700,46700
26,Sweden,,4750,4340,3820,3530
27,United Kingdom,,589000,574000,563000,549000
28,Iceland,,2990,2440,2030,1810
29,Liechtenstein,,581,512,446,419
30,Norway,,8080,6020,4980,4150
31,Switzerland,,67300,51700,44000,38800
