,Region,816,822,829,836,843
0,Belgium,,54400,51800,50700,49200
1,Bulgaria,,3420,3050,2840,2690
2,Czechia,,12500,8740,6360,4990
3,Denmark,,11800,10100,9090,8170
4,Germany,,580000,452000,369000,312000
5,Estonia,,2730,2090,1660,1400
6,Ireland,,16500,15300,14600,14000
7,Greece,,56600,50000,46500,43500
8,Spain,,50300,39400,31000,24000
9,France,,763000,704000,649000,613000
10,Croatia,,3520,2740,2260,1890
11,Italy,,399000,387000,372000,366000
12,Cyprus,,6570,4900,3860,3210
13,Latvia,,3060,2340,1830,1490
14,Lithuania,,6450,5360,4630,4170
15,Luxembourg,,5290,4930,4750,4710
16,Hungary,,10400,9440,8530,8070
17,Malta,,2550,2240,2070,1920
18,Netherlands,,31800,25600,22000,19400
19,Austria,,50800,39600,33800,29800
20,Poland,,4910,4110,3670,3300
21,Portugal,,45800,40800,36500,34300
22,Romania,,6880,5400,4400,3620
23,Slovenia,,8450,7260,6590,5960
24,Slovakia,,10400,6340,4140,2890
25,Finland,,26300,25000,24500,23900
26,Sweden,,3270,3000,2700,2580
27,United Kingdom,,266000,242000,230000,216000
28,Iceland,,396,269,203,164
29,Liechtenstein,,220,197,184,174
30,Norway,,2430,1560,1110,832
31,Switzerland,,25300,26400,26300,26900
