,Region,767,773,780,787,794
0,Belgium,,39500,33600,30000,27400
1,Bulgaria,,16600,13400,11200,10000
2,Czechia,,48500,35300,27200,22100
3,Denmark,,200000,188000,175000,170000
4,Germany,,1070000,1020000,1010000,1000000
5,Estonia,,29600,26600,24500,23200
6,Ireland,,23500,23900,23300,23100
7,Greece,,103000,96200,91500,88900
8,Spain,,134000,118000,105000,97000
9,France,,296000,240000,202000,177000
10,Croatia,,9980,6960,5020,3860
11,Italy,,262000,232000,210000,194000
12,Cyprus,,13600,12600,11800,10900
13,Latvia,,65900,64900,65000,67300
14,Lithuania,,34400,30600,27700,26500
15,Luxembourg,,3790,3660,3520,3500
16,Hungary,,23900,17900,14300,11800
17,Malta,,518,491,469,469
18,Netherlands,,39700,16900,8600,5220
19,Austria,,221000,247000,264000,276000
20,Poland,,81100,62100,49500,41600
21,Portugal,,53200,41700,34300,28800
22,Romania,,47500,34400,26300,21000
23,Slovenia,,9890,6620,4830,3810
24,Slovakia,,98400,83800,73900,66700
25,Finland,,31100,29800,29500,29300
26,Sweden,,17300,15200,13500,12300
27,United Kingdom,,225000,199000,181000,168000
28,Iceland,,22100,23100,23100,23800
29,Liechtenstein,,573,539,521,480
30,Norway,,89400,87200,87600,87400
31,Switzerland,,85200,77300,71300,66500
