,Region,746,752,759,766,773
0,Belgium,,310000,293000,291000,293000
1,Bulgaria,,51200,47100,45400,43100
2,Czechia,,252000,244000,235000,224000
3,Denmark,,353000,351000,359000,372000
4,Germany,,1600000,1860000,2060000,2220000
5,Estonia,,62000,73600,84800,93700
6,Ireland,,32000,32400,32300,33300
7,Greece,,124000,123000,121000,121000
8,Spain,,361000,285000,232000,201000
9,France,,1560000,1380000,1250000,1190000
10,Croatia,,47100,42800,39600,36600
11,Italy,,561000,442000,374000,330000
12,Cyprus,,20800,22400,23100,23800
13,Latvia,,85300,105000,126000,147000
14,Lithuania,,93900,107000,117000,127000
15,Luxembourg,,12900,12900,12400,12100
16,Hungary,,125000,129000,134000,136000
17,Malta,,1350,1260,1240,1260
18,Netherlands,,639000,684000,705000,715000
19,Austria,,237000,233000,224000,223000
20,Poland,,377000,385000,399000,402000
21,Portugal,,295000,256000,232000,207000
22,Romania,,257000,290000,321000,355000
23,Slovenia,,120000,129000,134000,138000
24,Slovakia,,206000,268000,332000,387000
25,Finland,,36500,38400,39900,42000
26,Sweden,,316000,334000,337000,339000
27,United Kingdom,,1170000,1440000,1650000,1880000
28,Iceland,,8840,9050,8460,7970
29,Liechtenstein,,916,923,915,842
30,Norway,,135000,131000,132000,133000
31,Switzerland,,242000,237000,231000,232000
