,Region,732,738,745,752,759
0,Belgium,,328000,405000,469000,523000
1,Bulgaria,,78300,99800,122000,143000
2,Czechia,,276000,502000,831000,1260000
3,Denmark,,230000,257000,278000,294000
4,Germany,,916000,1190000,1430000,1630000
5,Estonia,,31400,44300,57000,70600
6,Ireland,,56800,45300,39500,36000
7,Greece,,120000,109000,103000,98900
8,Spain,,920000,909000,878000,899000
9,France,,2790000,3050000,3190000,3300000
10,Croatia,,67400,71900,75300,76600
11,Italy,,1200000,1150000,1080000,1040000
12,Cyprus,,11900,9580,8240,7190
13,Latvia,,42100,64300,93300,131000
14,Lithuania,,50200,65200,81400,95500
15,Luxembourg,,15200,16300,16700,16600
16,Hungary,,106000,152000,196000,249000
17,Malta,,1770,1510,1400,1300
18,Netherlands,,331000,365000,379000,383000
19,Austria,,209000,253000,294000,329000
20,Poland,,301000,517000,846000,1330000
21,Portugal,,389000,458000,511000,563000
22,Romania,,184000,294000,437000,589000
23,Slovenia,,87100,112000,137000,162000
24,Slovakia,,62300,103000,153000,215000
25,Finland,,49200,42000,36800,29600
26,Sweden,,214000,251000,292000,330000
27,United Kingdom,,637000,593000,582000,563000
28,Iceland,,9660,9800,10500,9980
29,Liechtenstein,,616,618,575,576
30,Norway,,142000,184000,216000,249000
31,Switzerland,,239000,257000,269000,281000
