,Region,830,836,843,850,857
0,Belgium,,37200,36200,35900,35100
1,Bulgaria,,3870,3960,4060,4220
2,Czechia,,7120,5500,4540,3900
3,Denmark,,7470,6220,5460,4940
4,Germany,,558000,499000,456000,424000
5,Estonia,,1750,1460,1230,1090
6,Ireland,,8290,7710,7280,6930
7,Greece,,43600,43500,42200,41400
8,Spain,,110000,103000,103000,103000
9,France,,291000,238000,201000,177000
10,Croatia,,5810,6650,7530,8150
11,Italy,,360000,340000,325000,300000
12,Cyprus,,9610,10400,10700,10700
13,Latvia,,5080,5490,6020,6580
14,Lithuania,,3140,2570,2290,2060
15,Luxembourg,,3610,3450,3220,3270
16,Hungary,,9480,8860,8300,8000
17,Malta,,1150,1040,1040,1010
18,Netherlands,,8020,6160,5040,4290
19,Austria,,34900,30600,27900,26300
20,Poland,,5300,5150,5150,5090
21,Portugal,,65200,63400,63000,61000
22,Romania,,5530,5370,5130,5130
23,Slovenia,,5260,4750,4430,4160
24,Slovakia,,6170,4500,3410,2730
25,Finland,,42200,40300,38700,37900
26,Sweden,,1890,1700,1590,1460
27,United Kingdom,,139000,128000,117000,109000
28,Iceland,,602,496,422,404
29,Liechtenstein,,81,71,63,55
30,Norway,,2040,1630,1310,1100
31,Switzerland,,23600,21800,20800,19500
