,Region,753,759,766,773,780
0,Belgium,,131000,114000,104000,97800
1,Bulgaria,,36300,31600,28300,26100
2,Czechia,,136000,108000,91100,80200
3,Denmark,,314000,327000,342000,339000
4,Germany,,1440000,1490000,1510000,1510000
5,Estonia,,43600,42100,41200,40300
6,Ireland,,37400,37700,37800,37700
7,Greece,,124000,124000,124000,121000
8,Spain,,343000,326000,313000,309000
9,France,,788000,608000,497000,431000
10,Croatia,,30500,24800,21100,18400
11,Italy,,389000,310000,262000,229000
12,Cyprus,,17600,16600,15500,14600
13,Latvia,,79800,88900,96800,103000
14,Lithuania,,64500,57700,53100,50000
15,Luxembourg,,7000,6300,5720,5190
16,Hungary,,71100,61300,52300,46600
17,Malta,,939,848,790,732
18,Netherlands,,1110000,1300000,1460000,1520000
19,Austria,,218000,213000,208000,208000
20,Poland,,182000,139000,111000,92000
21,Portugal,,123000,83900,61900,47700
22,Romania,,151000,129000,111000,100000
23,Slovenia,,51200,42300,36700,33300
24,Slovakia,,174000,181000,185000,193000
25,Finland,,59700,68500,76500,83300
26,Sweden,,197000,184000,175000,169000
27,United Kingdom,,1240000,1200000,1160000,1120000
28,Iceland,,12300,12500,13400,12600
29,Liechtenstein,,812,796,752,732
30,Norway,,143000,146000,149000,154000
31,Switzerland,,164000,144000,128000,120000
