,State,396,402,409,416,423,430
0,Washington,4822,112,92,75,60,47
1,Illinois,22466,272,211,161,120,89
2,California,49345,1865,1463,1129,858,642
3,Arizona,15505,439,321,231,163,114
4,Massachusetts,15826,235,181,137,102,75
5,Wisconsin,6871,95,73,55,41,30
6,Texas,42162,1693,1378,1090,844,642
7,Nebraska,2047,26,21,17,14,11
8,Utah,1852,40,32,25,19,14
9,Oregon,2155,53,46,40,34,29
10,Florida,29906,868,736,615,507,412
11,New York,46812,793,664,548,445,357
12,Rhode Island,2376,38,30,23,17,13
13,Georgia,16744,546,436,343,267,204
14,New Hampshire,1154,23,18,13,10,7
15,North Carolina,10926,413,344,283,229,182
16,New Jersey,22858,350,300,254,212,174
17,Colorado,5892,64,54,44,36,29
18,Maryland,7715,127,98,75,56,42
19,Nevada,4872,153,129,107,88,71
20,Tennessee,11133,242,188,143,108,81
21,Hawaii,430,5,4,3,2,1
22,Indiana,12372,160,120,89,65,47
23,Kentucky,4447,177,146,120,97,77
24,Minnesota,6500,61,54,49,43,38
25,Oklahoma,4181,148,118,92,71,54
26,Pennsylvania,23565,512,423,345,279,222
27,South Carolina,8324,330,284,241,202,165
28,District of Columbia,995,17,14,11,9,7
29,Kansas,4573,137,109,85,65,50
30,Missouri,8059,170,129,96,70,51
31,Vermont,197,6,6,6,6,5
32,Virginia,7331,196,159,127,100,77
33,Connecticut,7523,93,73,57,43,32
34,Iowa,5336,96,80,66,54,43
35,Louisiana,9466,136,104,78,58,42
36,Ohio,16816,132,107,86,68,53
37,Michigan,16342,204,169,138,112,90
38,South Dakota,1863,23,18,14,11,8
39,Arkansas,5357,123,95,72,54,40
40,Delaware,1367,20,16,13,10,7
41,Mississippi,6553,111,82,59,42,29
42,New Mexico,3624,74,57,43,32,23
43,North Dakota,1468,6,6,5,5,4
44,Wyoming,662,15,12,10,8,6
45,Alaska,289,6,5,4,3,2
46,Maine,658,15,11,8,6,4
47,Alabama,9592,361,255,173,113,73
48,Idaho,1826,21,17,13,10,7
49,Montana,1342,28,23,19,15,12
50,Puerto Rico,1979,28,22,17,13,10
51,Virgin Islands,25,NaN,NaN,NaN,NaN,NaN
52,Guam,130,NaN,NaN,NaN,NaN,NaN
53,West Virginia,2261,51,39,29,21,15
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
