,State,228,234,241,248,255,262
0,Washington,1953,48,42,38,33,29
1,Illinois,8390,153,154,156,157,158
2,California,13731,716,650,589,533,482
3,Arizona,5221,118,81,55,37,26
4,Massachusetts,9125,94,93,91,90,88
5,Wisconsin,1168,42,41,40,39,38
6,Texas,13654,916,827,745,670,603
7,Nebraska,404,17,18,19,21,22
8,Utah,422,18,20,22,26,30
9,Oregon,481,29,27,25,24,23
10,Florida,11849,605,487,388,309,246
11,New York,32987,59,59,59,59,59
12,Rhode Island,1055,13,14,15,17,18
13,Georgia,6037,374,340,309,281,254
14,New Hampshire,433,2,1,1,1,0
15,North Carolina,2890,169,159,150,141,132
16,New Jersey,15989,52,54,56,59,61
17,Colorado,1972,16,14,12,10,9
18,Maryland,3799,44,40,35,31,28
19,Nevada,1389,85,74,65,56,49
20,Tennessee,1865,138,123,109,96,85
21,Hawaii,85,20,21,22,23,24
22,Indiana,3364,86,89,92,96,99
23,Kentucky,996,67,69,71,73,75
24,Minnesota,1909,56,58,60,62,63
25,Oklahoma,853,62,60,57,55,53
26,Pennsylvania,7750,99,96,94,91,89
27,South Carolina,2887,161,139,121,104,90
28,District of Columbia,611,4,4,3,3,3
29,Kansas,481,28,29,30,31,33
30,Missouri,1685,80,78,75,73,71
31,Vermont,58,0,0,0,0,0
32,Virginia,2678,100,98,96,94,92
33,Connecticut,4468,4,4,4,4,3
34,Iowa,1167,96,120,151,188,233
35,Louisiana,5093,110,84,64,49,37
36,Ohio,4259,141,137,132,128,124
37,Michigan,6806,78,80,82,84,86
38,South Dakota,173,12,16,19,22,24
39,Arkansas,894,83,76,69,62,56
40,Delaware,609,4,3,3,3,2
41,Mississippi,2584,134,117,102,90,78
42,New Mexico,803,21,18,15,12,10
43,North Dakota,156,14,17,21,26,31
44,Wyoming,42,4,3,3,3,3
45,Alaska,42,5,6,7,7,8
46,Maine,134,2,2,3,3,3
47,Alabama,2276,103,91,80,70,61
48,Idaho,385,34,31,28,26,23
49,Montana,117,12,12,12,12,13
50,Puerto Rico,477,39,33,28,24,20
51,Virgin Islands,17,NaN,NaN,NaN,NaN,NaN
52,Guam,14,NaN,NaN,NaN,NaN,NaN
53,West Virginia,249,31,32,32,33,34
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
