,State,284,290,297,304,311,318
0,Washington,2366,70,76,83,91,99
1,Illinois,10075,416,552,729,955,1239
2,California,17671,362,363,364,365,365
3,Arizona,5979,88,106,127,152,181
4,Massachusetts,10013,208,264,335,423,532
5,Wisconsin,2363,286,347,417,496,581
6,Texas,18501,621,708,806,917,1040
7,Nebraska,654,64,77,93,111,132
8,Utah,614,38,42,46,50,55
9,Oregon,691,37,42,47,52,59
10,Florida,16789,556,567,579,591,603
11,New York,33752,101,120,143,169,200
12,Rhode Island,1201,39,51,67,87,112
13,Georgia,7981,206,228,255,286,319
14,New Hampshire,483,13,16,20,24,29
15,North Carolina,4383,253,281,313,347,384
16,New Jersey,16354,93,118,149,188,236
17,Colorado,2288,78,99,125,158,198
18,Maryland,4152,62,71,81,92,104
19,Nevada,1781,42,45,47,50,52
20,Tennessee,3353,263,303,349,399,455
21,Hawaii,219,15,14,13,13,12
22,Indiana,4364,288,370,474,603,762
23,Kentucky,1489,102,117,133,151,170
24,Minnesota,2529,159,195,239,291,352
25,Oklahoma,1345,89,94,98,103,107
26,Pennsylvania,8803,230,280,340,412,497
27,South Carolina,3936,129,129,129,129,129
28,District of Columbia,646,4,4,5,5,6
29,Kansas,1029,90,93,95,98,101
30,Missouri,3038,293,322,353,385,419
31,Vermont,58,0,0,0,0,1
32,Virginia,3655,112,121,130,140,150
33,Connecticut,4616,47,60,78,101,130
34,Iowa,1733,100,108,116,124,132
35,Louisiana,5926,96,97,98,99,100
36,Ohio,5303,157,201,257,326,413
37,Michigan,7699,278,384,530,726,988
38,South Dakota,437,71,89,110,133,158
39,Arkansas,1958,137,144,151,157,163
40,Delaware,710,15,16,17,18,19
41,Mississippi,3348,95,104,114,124,135
42,New Mexico,1026,65,88,117,156,205
43,North Dakota,531,92,115,142,174,208
44,Wyoming,87,18,23,30,37,47
45,Alaska,83,11,15,18,23,29
46,Maine,147,1,1,1,1,1
47,Alabama,2973,121,132,144,157,170
48,Idaho,630,60,74,90,109,131
49,Montana,376,73,86,102,119,137
50,Puerto Rico,832,33,37,43,50,57
51,Virgin Islands,21,NaN,NaN,NaN,NaN,NaN
52,Guam,79,NaN,NaN,NaN,NaN,NaN
53,West Virginia,460,32,39,47,56,67
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
