,State,256,262,269,276,283,290
0,Washington,2142,54,55,53,48,43
1,Illinois,9040,171,172,173,174,175
2,California,16147,480,425,377,333,295
3,Arizona,5706,129,129,130,130,131
4,Massachusetts,9510,128,144,163,183,206
5,Wisconsin,1377,88,103,114,123,131
6,Texas,16320,554,530,522,522,524
7,Nebraska,501,24,26,27,29,30
8,Utah,478,22,26,29,32,35
9,Oregon,572,23,24,24,23,22
10,Florida,14671,631,599,567,535,503
11,New York,33205,77,96,123,158,204
12,Rhode Island,1118,17,18,19,20,21
13,Georgia,7162,225,201,179,160,142
14,New Hampshire,443,3,3,4,5,6
15,North Carolina,3634,183,173,164,156,147
16,New Jersey,16136,43,50,57,66,76
17,Colorado,2068,33,36,36,35,33
18,Maryland,3958,40,40,40,40,39
19,Nevada,1623,52,51,51,51,51
20,Tennessee,2577,164,152,136,121,106
21,Hawaii,156,16,14,12,10,9
22,Indiana,3674,82,83,83,84,84
23,Kentucky,1209,52,54,55,56,56
24,Minnesota,2133,58,60,62,64,65
25,Oklahoma,1051,59,63,68,73,78
26,Pennsylvania,8195,121,120,119,118,117
27,South Carolina,3453,142,148,154,160,166
28,District of Columbia,631,4,4,4,4,4
29,Kansas,690,60,61,63,65,66
30,Missouri,2186,159,160,161,162,163
31,Vermont,58,0,0,0,0,0
32,Virginia,3273,155,152,149,146,142
33,Connecticut,4513,10,9,8,8,7
34,Iowa,1387,66,72,78,84,91
35,Louisiana,5577,90,82,75,69,63
36,Ohio,4925,169,164,159,154,149
37,Michigan,7124,77,79,81,82,84
38,South Dakota,248,28,30,31,31,30
39,Arkansas,1425,122,123,123,122,122
40,Delaware,645,9,9,9,8,8
41,Mississippi,3013,85,74,65,57,50
42,New Mexico,892,28,30,29,25,22
43,North Dakota,274,48,56,64,73,84
44,Wyoming,53,6,7,8,8,8
45,Alaska,58,6,7,8,9,10
46,Maine,142,2,2,2,2,3
47,Alabama,2558,59,54,49,44,40
48,Idaho,482,26,27,26,24,21
49,Montana,187,27,34,39,41,42
50,Puerto Rico,686,64,69,69,67,63
51,Virgin Islands,20,NaN,NaN,NaN,NaN,NaN
52,Guam,49,NaN,NaN,NaN,NaN,NaN
53,West Virginia,364,37,38,40,42,44
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
