,State,347,353,360,367,374,381
0,Washington,3459,179,178,177,175,172
1,Illinois,18322,857,786,716,648,584
2,California,26638,2521,2641,2674,2650,2586
3,Arizona,9061,692,726,752,771,783
4,Massachusetts,12610,551,644,744,852,962
5,Wisconsin,5261,233,201,172,147,125
6,Texas,28430,1515,1591,1660,1717,1763
7,Nebraska,1672,72,60,49,41,33
8,Utah,1301,76,70,65,59,54
9,Oregon,1500,98,87,77,68,60
10,Florida,21987,879,977,1078,1182,1284
11,New York,38415,1166,1289,1412,1532,1646
12,Rhode Island,1777,83,75,68,60,53
13,Georgia,10964,427,508,595,685,774
14,New Hampshire,780,59,56,53,50,46
15,North Carolina,6910,462,516,572,629,686
16,New Jersey,19208,488,481,471,459,445
17,Colorado,4934,265,228,195,167,142
18,Maryland,5994,299,300,299,298,295
19,Nevada,3180,211,203,193,181,169
20,Tennessee,7025,549,540,523,502,476
21,Hawaii,289,7,7,7,8,8
22,Indiana,8475,510,484,455,426,396
23,Kentucky,2723,161,155,148,140,132
24,Minnesota,5489,258,219,185,155,130
25,Oklahoma,2547,179,190,199,206,211
26,Pennsylvania,16230,1224,1118,1002,887,777
27,South Carolina,5469,332,393,459,529,600
28,District of Columbia,794,28,27,27,27,26
29,Kansas,2872,234,216,199,182,165
30,Missouri,5736,362,352,339,325,308
31,Vermont,140,21,26,32,39,48
32,Virginia,5124,280,296,310,323,334
33,Connecticut,6099,243,237,230,221,213
34,Iowa,3946,168,144,127,115,106
35,Louisiana,7537,258,261,263,262,260
36,Ohio,9076,465,430,394,359,326
37,Michigan,13306,539,464,397,338,288
38,South Dakota,1513,72,60,49,41,34
39,Arkansas,3749,307,309,307,301,292
40,Delaware,930,39,38,36,34,32
41,Mississippi,4871,242,251,259,267,275
42,New Mexico,2551,203,197,190,180,170
43,North Dakota,1310,30,22,17,12,9
44,Wyoming,438,25,19,15,11,9
45,Alaska,215,9,8,6,5,4
46,Maine,359,30,29,27,26,24
47,Alabama,4873,330,368,405,439,470
48,Idaho,1448,76,66,56,47,40
49,Montana,972,36,30,25,20,17
50,Puerto Rico,1545,98,103,109,114,119
51,Virgin Islands,23,NaN,NaN,NaN,NaN,NaN
52,Guam,122,NaN,NaN,NaN,NaN,NaN
53,West Virginia,1376,158,163,167,169,169
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
