,State,319,325,332,339,346,353
0,Washington,2925,190,204,213,219,223
1,Illinois,14116,1026,959,876,792,709
2,California,19928,909,1190,1549,2003,2565
3,Arizona,6950,347,450,579,737,925
4,Massachusetts,11004,347,437,547,679,835
5,Wisconsin,3952,369,329,287,248,213
6,Texas,23137,1341,1499,1666,1844,2031
7,Nebraska,1205,151,146,138,129,120
8,Utah,939,87,88,89,89,87
9,Oregon,1033,141,180,227,285,356
10,Florida,19177,661,736,818,906,1001
11,New York,34958,501,656,856,1109,1424
12,Rhode Island,1413,82,101,123,147,174
13,Georgia,9806,386,435,485,537,591
14,New Hampshire,564,34,45,60,79,103
15,North Carolina,5543,334,385,443,508,579
16,New Jersey,17321,355,407,461,518,579
17,Colorado,3356,335,323,302,277,252
18,Maryland,4846,250,288,330,375,423
19,Nevada,2315,197,240,291,348,410
20,Tennessee,4943,443,500,561,624,688
21,Hawaii,262,13,13,13,13,14
22,Indiana,6242,555,592,623,648,667
23,Kentucky,2072,180,207,236,267,300
24,Minnesota,4043,422,409,384,353,321
25,Oklahoma,1896,143,157,170,184,199
26,Pennsylvania,11255,1100,1439,1868,2399,3037
27,South Carolina,4566,176,203,233,267,305
28,District of Columbia,697,18,22,27,34,41
29,Kansas,1786,208,200,185,168,150
30,Missouri,4284,318,305,287,268,248
31,Vermont,79,12,17,23,32,43
32,Virginia,4200,184,217,256,300,350
33,Connecticut,5146,220,280,353,442,545
34,Iowa,2717,208,171,137,107,83
35,Louisiana,6584,201,241,288,342,404
36,Ohio,6959,572,620,656,684,707
37,Michigan,10321,819,851,867,873,871
38,South Dakota,1110,142,128,114,100,87
39,Arkansas,2660,197,223,251,280,309
40,Delaware,793,25,32,41,53,66
41,Mississippi,3961,175,197,221,247,275
42,New Mexico,1749,228,222,207,188,168
43,North Dakota,1019,79,64,50,38,29
44,Wyoming,266,42,35,28,21,16
45,Alaska,143,18,19,20,21,22
46,Maine,227,29,33,38,43,49
47,Alabama,3889,308,391,496,623,773
48,Idaho,1035,104,109,114,117,120
49,Montana,736,73,67,60,53,46
50,Puerto Rico,1192,113,129,147,167,190
51,Virgin Islands,23,NaN,NaN,NaN,NaN,NaN
52,Guam,113,NaN,NaN,NaN,NaN,NaN
53,West Virginia,838,131,162,200,245,296
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
