,State,291,297,304,311,318,325
0,Washington,2439,84,95,107,121,136
1,Illinois,10538,601,807,1075,1415,1838
2,California,17973,336,337,337,338,338
3,Arizona,6164,177,229,296,381,488
4,Massachusetts,10149,150,158,166,174,183
5,Wisconsin,2570,325,373,424,478,534
6,Texas,19180,726,828,943,1070,1212
7,Nebraska,703,85,112,146,188,238
8,Utah,659,52,64,79,98,119
9,Oregon,730,46,52,59,67,75
10,Florida,17121,407,416,426,435,443
11,New York,33903,154,182,215,253,298
12,Rhode Island,1224,33,40,47,56,66
13,Georgia,8648,225,251,280,311,346
14,New Hampshire,489,11,14,19,24,30
15,North Carolina,4607,277,307,340,375,412
16,New Jersey,16429,116,147,185,233,292
17,Colorado,2394,130,181,250,341,461
18,Maryland,4212,71,81,93,106,121
19,Nevada,1851,66,79,93,110,129
20,Tennessee,3595,291,328,368,412,458
21,Hawaii,221,7,6,6,6,5
22,Indiana,4629,362,464,592,749,938
23,Kentucky,1565,109,124,142,161,182
24,Minnesota,2710,224,291,376,482,612
25,Oklahoma,1438,98,102,106,110,114
26,Pennsylvania,9005,273,332,404,489,591
27,South Carolina,4036,127,128,128,129,129
28,District of Columbia,654,6,7,8,9,10
29,Kansas,1166,102,138,188,253,336
30,Missouri,3165,255,299,348,403,464
31,Vermont,59,0,0,0,1,1
32,Virginia,3707,99,102,105,109,112
33,Connecticut,4671,77,102,133,173,224
34,Iowa,1845,176,250,355,494,671
35,Louisiana,6036,99,100,101,102,103
36,Ohio,5517,253,339,454,604,798
37,Michigan,7945,371,514,709,971,1315
38,South Dakota,536,105,128,154,182,211
39,Arkansas,2085,141,148,154,160,166
40,Delaware,718,19,20,22,23,24
41,Mississippi,3443,103,112,121,131,141
42,New Mexico,1118,100,133,175,228,295
43,North Dakota,639,116,146,179,216,253
44,Wyoming,114,31,40,51,65,81
45,Alaska,84,9,11,14,17,22
46,Maine,152,5,9,18,34,65
47,Alabama,3084,117,127,138,150,162
48,Idaho,686,74,89,106,125,147
49,Montana,456,95,110,126,143,161
50,Puerto Rico,872,38,42,48,54,60
51,Virgin Islands,23,NaN,NaN,NaN,NaN,NaN
52,Guam,88,NaN,NaN,NaN,NaN,NaN
53,West Virginia,504,48,58,70,85,102
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
